timestamp;total;ASH_COATED_OSMIUM;INTARIAN_PEPPER_ROOT
0;-58.5;0.0;-58.5
100;-101.0;0.0;-101.0
200;-81.0;0.0;-81.0
300;9.0;0.0;9.0
400;-215.0;0.0;-215.0
500;-233.0;0.0;-233.0
600;-167.0;0.0;-167.0
700;-242.0;57.0;-299.0
800;-289.0;66.0;-355.0
900;-272.0;27.0;-299.0
1000;-265.5;51.0;-316.5
1100;-99.0;60.0;-159.0
1200;-240.0;108.0;-348.0
1300;-184.5;69.0;-253.5
1400;-193.5;60.0;-253.5
1500;-187.5;66.0;-253.5
1600;-350.5;18.0;-368.5
1700;-233.0;64.5;-297.5
1800;-240.5;57.0;-297.5
1900;-134.0;57.0;-191.0
2000;-280.5;52.5;-333.0
2100;-98.5;57.0;-155.5
2200;-276.0;57.0;-333.0
2300;-293.0;40.0;-333.0
2400;-178.5;48.0;-226.5
2500;-160.0;116.0;-276.0
2600;-255.0;101.0;-356.0
2700;-65.0;91.0;-156.0
2800;-175.0;101.0;-276.0
2900;-175.0;101.0;-276.0
3000;-125.0;111.0;-236.0
3100;-25.0;91.0;-116.0
3200;-155.0;81.0;-236.0
3300;-105.0;91.0;-196.0
3400;-105.0;91.0;-196.0
3500;30.0;106.0;-76.0
3600;-105.0;91.0;-196.0
3700;-85.0;111.0;-196.0
3800;25.0;101.0;-76.0
3900;-95.0;101.0;-196.0
4000;295.0;91.0;204.0
4100;-460.0;96.0;-556.0
4200;-70.0;86.0;-156.0
4300;395.0;71.0;324.0
4400;-165.0;71.0;-236.0
4500;-35.0;81.0;-116.0
4600;-50.0;66.0;-116.0
4700;5.0;1.0;4.0
4800;-13.0;103.0;-116.0
4900;-121.0;75.0;-196.0
5000;-1.0;75.0;-76.0
5100;-121.0;75.0;-196.0
5200;-310.5;85.5;-396.0
5300;25.0;61.0;-36.0
5400;49.5;85.5;-36.0
5500;-74.0;82.0;-156.0
5600;102.0;138.0;-36.0
5700;46.0;82.0;-36.0
5800;-411.5;64.5;-476.0
5900;35.5;71.5;-36.0
6000;17.0;93.0;-76.0
6100;117.0;73.0;44.0
6200;117.0;73.0;44.0
6300;122.0;78.0;44.0
6400;122.0;78.0;44.0
6500;177.0;133.0;44.0
6600;42.0;78.0;-36.0
6700;562.0;78.0;484.0
6800;122.0;78.0;44.0
6900;119.5;75.5;44.0
7000;167.0;83.0;84.0
7100;207.0;83.0;124.0
7200;133.5;9.5;124.0
7300;138.0;14.0;124.0
7400;218.0;14.0;204.0
7500;581.0;17.0;564.0
7600;144.0;20.0;124.0
7700;136.5;12.5;124.0
7800;125.5;1.5;124.0
7900;130.0;6.0;124.0
8000;623.5;-20.5;644.0
8100;95.0;11.0;84.0
8200;218.5;14.5;204.0
8300;208.0;4.0;204.0
8400;215.0;11.0;204.0
8500;215.0;11.0;204.0
8600;342.0;18.0;324.0
8700;215.0;11.0;204.0
8800;215.0;11.0;204.0
8900;194.0;-10.0;204.0
9000;-232.0;4.0;-236.0
9100;284.5;0.5;284.0
9200;368.0;4.0;364.0
9300;288.0;4.0;284.0
9400;-148.5;7.5;-156.0
9500;161.0;-3.0;164.0
9600;201.0;-3.0;204.0
9700;274.0;-10.0;284.0
9800;274.0;-10.0;284.0
9900;714.0;-10.0;724.0
10000;324.5;0.5;324.0
10100;354.0;-10.0;364.0
10200;354.0;-10.0;364.0
10300;427.0;-17.0;444.0
10400;446.0;-38.0;484.0
10500;660.0;-24.0;684.0
10600;336.5;-27.5;364.0
10700;361.0;-3.0;364.0
10800;474.0;-10.0;484.0
10900;460.0;-24.0;484.0
11000;387.0;-17.0;404.0
11100;427.0;-17.0;444.0
11200;427.0;-17.0;444.0
11300;74.0;-10.0;84.0
11400;514.0;-10.0;524.0
11500;420.0;-24.0;444.0
11600;409.5;-34.5;444.0
11700;378.0;-66.0;444.0
11800;434.0;-10.0;444.0
11900;554.0;-10.0;564.0
12000;484.5;0.5;484.0
12100;510.5;-13.5;524.0
12200;514.0;-10.0;524.0
12300;514.0;-10.0;524.0
12400;373.0;-31.0;404.0
12500;943.5;-20.5;964.0
12600;503.5;-20.5;524.0
12700;954.0;-10.0;964.0
12800;507.0;-17.0;524.0
12900;483.0;39.0;444.0
13000;547.0;-17.0;564.0
13100;569.5;-34.5;604.0
13200;674.0;-10.0;684.0
13300;587.0;-17.0;604.0
13400;410.0;-74.0;484.0
13500;531.0;-73.0;604.0
13600;531.0;-73.0;604.0
13700;531.0;-73.0;604.0
13800;555.0;-49.0;604.0
13900;472.0;-52.0;524.0
14000;672.0;-52.0;724.0
14100;628.0;-56.0;684.0
14200;632.0;-52.0;684.0
14300;632.0;-52.0;684.0
14400;592.0;-52.0;644.0
14500;736.0;-68.0;804.0
14600;630.0;-54.0;684.0
14700;210.0;-34.0;244.0
14800;634.0;-50.0;684.0
14900;757.0;-47.0;804.0
15000;695.0;-29.0;724.0
15100;770.0;6.0;764.0
15200;780.0;16.0;764.0
15300;355.0;31.0;324.0
15400;780.0;16.0;764.0
15500;780.0;16.0;764.0
15600;790.0;26.0;764.0
15700;790.0;26.0;764.0
15800;790.0;26.0;764.0
15900;881.5;117.5;764.0
16000;838.0;114.0;724.0
16100;960.0;116.0;844.0
16200;840.0;116.0;724.0
16300;960.0;116.0;844.0
16400;841.0;117.0;724.0
16500;960.0;116.0;844.0
16600;959.5;115.5;844.0
