run_id,mean,median,std,score_std_100,score_std_100_sims,mean_ci95_100_sims,p_loss,p05,p01,worst,best,score_p05_10,score_p05_25,score,score_aggressive,score_balanced,score_safe,score_mean_only,positions,AC,AC_45_KO,AC_40_BP,AC_50_CO,AC_50_C_2,AC_50_P_2,AC_35_P,AC_40_P,AC_45_P,AC_50_P,AC_50_C,AC_60_C
53822,259.91803865242713,69.24640882359729,1071.8415104765108,107.18415104765108,107.18415104765108,214.36830209530217,0.474,-901.2768100785552,-3366.5271668169325,-4248.315066705676,3321.5505788278206,169.7903576445716,34.598836132788335,71.13444161681832,188.0581603865866,71.13444161681832,-72.58531491486275,259.91803865242713,"{""AC"": -50, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -350, ""AC_50_C"": 50, ""AC_50_CO"": -22, ""AC_50_C_2"": 28, ""AC_50_P_2"": 37, ""AC_60_C"": 29}",-50,-350,-50,-22,28,37,50,0,0,0,50,29
144291,286.74110722652006,74.17078580376705,1244.6007110031776,124.46007110031776,124.46007110031776,248.92014220063552,0.476,-1027.8132741327465,-3547.597062948326,-4419.16425605159,5394.974968561473,183.9597798132454,29.787788693333425,70.3390805564492,204.23542574480328,70.3390805564492,-94.67228240698434,286.74110722652006,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -350, ""AC_50_C"": 50, ""AC_50_CO"": -14, ""AC_50_C_2"": 32, ""AC_50_P_2"": 39, ""AC_60_C"": 27}",-45,-350,-50,-14,32,39,50,0,0,0,50,27
46749,261.3379124265517,63.09924100795513,1049.0615538206944,104.90615538206944,104.90615538206944,209.81231076413889,0.472,-923.9732128942364,-2415.1247802769526,-3299.6960004006246,4058.7198779361897,168.94059113712808,30.344609202992615,70.28885280138154,188.91271293632255,70.28885280138154,-74.56154617907683,261.3379124265517,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -240, ""AC_50_C"": 42, ""AC_50_CO"": -22, ""AC_50_C_2"": 32, ""AC_50_P_2"": 39, ""AC_60_C"": 34}",-45,-240,-50,-22,32,39,50,0,0,0,42,34
141522,263.86319674322186,90.74854427724676,1071.046665383145,107.10466653831449,107.10466653831449,214.20933307662898,0.47,-934.0007258344577,-2524.1848747180807,-3605.3769066406426,4398.926843056041,170.4631241597761,30.363015284607428,70.21075459889597,190.38699381692035,70.21075459889597,-76.74165125370706,263.86319674322186,"{""AC"": -50, ""AC_35_P"": 50, ""AC_40_BP"": -48, ""AC_45_KO"": -270, ""AC_50_C"": 50, ""AC_50_CO"": -30, ""AC_50_C_2"": 36, ""AC_50_P_2"": 39, ""AC_60_C"": 38}",-50,-270,-48,-30,36,39,50,0,0,0,50,38
77237,283.36353622028395,62.953101797104296,1192.9284737366295,119.29284737366295,119.29284737366295,238.5856947473259,0.478,-1023.5204752480176,-2556.4611772413036,-3750.128075248669,5378.9372621653565,181.01148869548217,27.483417408279536,70.18904124624984,202.3643006144673,70.18904124624984,-91.80942996538342,283.36353622028395,"{""AC"": -55, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -280, ""AC_50_C"": 50, ""AC_50_CO"": -30, ""AC_50_C_2"": 42, ""AC_50_P_2"": 37, ""AC_60_C"": 46}",-55,-280,-50,-30,42,37,50,0,0,0,50,46
96555,244.55299620667867,74.09960351668673,990.7474169777869,99.07474169777869,99.07474169777869,198.14948339555738,0.478,-832.6340200320535,-2906.475974232393,-3650.4051387415475,3097.2496432612097,161.2895942034733,36.39449119866529,70.12052235298131,178.1526097806313,70.12052235298131,-62.6802504991134,244.55299620667867,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -46, ""AC_45_KO"": -290, ""AC_50_C"": 50, ""AC_50_CO"": -20, ""AC_50_C_2"": 24, ""AC_50_P_2"": 35, ""AC_60_C"": 23}",-45,-290,-46,-20,24,35,50,0,0,0,50,23
81328,239.98817179058233,83.83863103274462,968.9772669689726,96.89772669689725,96.89772669689725,193.7954533937945,0.462,-810.2899037236311,-3009.478246815846,-3768.5070969727803,2790.673707694601,158.9591814182192,37.41569585967454,69.99582288358904,175.24924493017645,69.99582288358904,-59.48203083722271,239.98817179058233,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -300, ""AC_50_C"": 50, ""AC_50_CO"": -24, ""AC_50_C_2"": 20, ""AC_50_P_2"": 39, ""AC_60_C"": 28}",-45,-300,-50,-24,20,39,50,0,0,0,50,28
112458,275.524254848553,49.78118078874337,1118.7067587829633,111.87067587829634,111.87067587829634,223.74135175659268,0.476,-997.6380064234354,-2829.0984591311562,-3635.526548686702,3778.320516229258,175.7604542062095,26.114753242694178,69.94321594588955,197.67468555780718,69.94321594588955,-85.75592263560216,275.524254848553,"{""AC"": -50, ""AC_35_P"": 50, ""AC_40_BP"": -48, ""AC_45_KO"": -280, ""AC_50_C"": 50, ""AC_50_CO"": -18, ""AC_50_C_2"": 30, ""AC_50_P_2"": 39, ""AC_60_C"": 27}",-50,-280,-48,-18,30,39,50,0,0,0,50,27
138552,248.07669408340573,58.32597030228408,1032.9917231090662,103.29917231090663,103.29917231090663,206.59834462181325,0.472,-843.3213163996771,-3295.699862757706,-4157.73871912068,3098.72464326121,163.744562443438,37.246364983486444,69.92891046800085,180.0858351856952,69.92891046800085,-66.05280732742018,248.07669408340573,"{""AC"": -40, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -340, ""AC_50_C"": 40, ""AC_50_CO"": -16, ""AC_50_C_2"": 24, ""AC_50_P_2"": 39, ""AC_60_C"": 24}",-40,-340,-50,-16,24,39,50,0,0,0,40,24
95371,242.79326196835996,58.97874351956091,989.3764471623841,98.93764471623841,98.93764471623841,197.87528943247682,0.47,-823.2437743183542,-3062.7909614345754,-3847.459076234892,3250.522431108464,160.4688845365245,36.982318388771404,69.83787346248764,176.89666207338263,69.83787346248764,-61.955326327467006,242.79326196835996,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -46, ""AC_45_KO"": -310, ""AC_50_C"": 50, ""AC_50_CO"": -22, ""AC_50_C_2"": 24, ""AC_50_P_2"": 35, ""AC_60_C"": 26}",-45,-310,-46,-22,24,35,50,0,0,0,50,26
109936,252.73016399676908,58.0443854675284,1042.574686651927,104.2574686651927,104.2574686651927,208.5149373303854,0.476,-872.0596414845894,-2773.6183416210215,-3398.6991482707635,3829.3885824974786,165.52419984831013,34.71525362562173,69.79248344148432,183.0628147562414,69.79248344148432,-69.54221503957098,252.73016399676908,"{""AC"": -40, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -260, ""AC_50_C"": 38, ""AC_50_CO"": -10, ""AC_50_C_2"": 24, ""AC_50_P_2"": 33, ""AC_60_C"": 25}",-40,-260,-50,-10,24,33,50,0,0,0,38,25
44406,266.66453476509815,81.46077323517657,1120.8419399914608,112.08419399914608,112.08419399914608,224.16838799829216,0.468,-941.1993229202908,-3260.594019498533,-4053.109244696423,4454.006307746171,172.54460247306906,31.364704035025454,69.44253932748151,191.58352011929708,69.44253932748151,-80.71948996412063,266.66453476509815,"{""AC"": -45, ""AC_35_P"": 47, ""AC_40_BP"": -50, ""AC_45_KO"": -320, ""AC_50_C"": 50, ""AC_50_CO"": -16, ""AC_50_C_2"": 26, ""AC_50_P_2"": 39, ""AC_60_C"": 27}",-45,-320,-50,-16,26,39,47,0,0,0,50,27
128378,252.22820069124882,73.53625467001922,1053.2486914910364,105.32486914910365,105.32486914910365,210.6497382982073,0.472,-867.7894941110872,-3408.853940529141,-4326.342393406289,3301.2740049681415,165.4492512801401,35.28082716347703,69.39734200003393,182.50750869841855,69.39734200003393,-70.04404198562662,252.22820069124882,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -44, ""AC_45_KO"": -360, ""AC_50_C"": 50, ""AC_50_CO"": -20, ""AC_50_C_2"": 26, ""AC_50_P_2"": 37, ""AC_60_C"": 23}",-45,-360,-44,-20,26,37,50,0,0,0,50,23
88636,253.21632743205294,74.70837436387993,1065.9016090142327,106.59016090142327,106.59016090142327,213.18032180284655,0.462,-870.6762830004211,-3302.8613313948745,-4154.838645405354,3906.0347964850534,166.14869913201082,35.54725668194766,69.31980453127814,183.03497305667608,69.31980453127814,-71.04290421947562,253.21632743205294,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -340, ""AC_50_C"": 49, ""AC_50_CO"": -16, ""AC_50_C_2"": 22, ""AC_50_P_2"": 33, ""AC_60_C"": 27}",-45,-340,-50,-16,22,33,50,0,0,0,49,27
127168,238.2982315048572,45.999567832095295,938.0325205016384,93.80325205016383,93.80325205016383,187.60650410032767,0.47,-814.2944012541163,-2284.288676601934,-2928.0410837916625,3032.7730694015318,156.86879137944555,34.724631191328115,69.25244529165784,174.13269842961043,69.25244529165784,-59.07862085883572,238.2982315048572,"{""AC"": -40, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -210, ""AC_50_C"": 41, ""AC_50_CO"": -18, ""AC_50_C_2"": 22, ""AC_50_P_2"": 37, ""AC_60_C"": 26}",-40,-210,-50,-18,22,37,50,0,0,0,41,26
78284,257.0302383368971,65.86039586477614,1067.2555462124226,106.72555462124225,106.72555462124225,213.4511092424845,0.468,-896.2968301287698,-3198.9217507395324,-4164.514182336265,3945.372090088935,167.40055532402016,32.95603080470468,69.22293650696055,185.53400817514807,69.22293650696055,-73.76952381653757,257.0302383368971,"{""AC"": -50, ""AC_35_P"": 50, ""AC_40_BP"": -48, ""AC_45_KO"": -340, ""AC_50_C"": 50, ""AC_50_CO"": -24, ""AC_50_C_2"": 32, ""AC_50_P_2"": 33, ""AC_60_C"": 32}",-50,-340,-48,-24,32,33,50,0,0,0,50,32
19772,284.88604541384314,51.49281809880563,1179.4408883198578,117.94408883198578,117.94408883198578,235.88817766397156,0.474,-1044.690739953982,-2648.036934312609,-3752.0541596259304,5015.886326598746,180.41697141844492,23.713360425347616,69.21039000475295,203.16548620814757,69.21039000475295,-94.23072840663816,284.88604541384314,"{""AC"": -60, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -290, ""AC_50_C"": 50, ""AC_50_CO"": -28, ""AC_50_C_2"": 38, ""AC_50_P_2"": 33, ""AC_60_C"": 50}",-60,-290,-50,-28,38,33,50,0,0,0,50,50
16135,265.3918186784253,79.43237762055986,1062.0659502236101,106.20659502236101,106.20659502236101,212.41319004472203,0.472,-953.8919996352346,-2647.925617727253,-3432.623685055178,3629.8173685099046,170.0026187149018,26.91881876961665,69.2047212219596,191.1455699410733,69.2047212219596,-79.28777625274437,265.3918186784253,"{""AC"": -50, ""AC_35_P"": 50, ""AC_40_BP"": -48, ""AC_45_KO"": -260, ""AC_50_C"": 50, ""AC_50_CO"": -22, ""AC_50_C_2"": 26, ""AC_50_P_2"": 39, ""AC_60_C"": 33}",-50,-260,-48,-22,26,39,50,0,0,0,50,33
102359,271.9760506309871,63.954341306467825,1116.732313162492,111.67323131624919,111.67323131624919,223.34646263249837,0.486,-980.6643592558423,-2147.1333405823575,-3088.2402731375764,4780.465043269944,173.90961470540287,26.809960817026536,69.03978108448618,195.0245248391327,69.03978108448618,-84.86327049922265,271.9760506309871,"{""AC"": -45, ""AC_35_P"": 49, ""AC_40_BP"": -48, ""AC_45_KO"": -210, ""AC_50_C"": 50, ""AC_50_CO"": -20, ""AC_50_C_2"": 38, ""AC_50_P_2"": 39, ""AC_60_C"": 24}",-45,-210,-48,-20,38,39,49,0,0,0,50,24
117765,285.50087236617946,68.17138577688627,1169.5514394564902,116.95514394564903,116.95514394564903,233.91028789129805,0.484,-1053.4235354783798,-2000.746767873423,-3095.6902731375762,5207.870367618328,180.15851881834146,22.144988496584517,69.00977007159798,203.5909096058482,69.00977007159798,-94.81015544906451,285.50087236617946,"{""AC"": -55, ""AC_35_P"": 50, ""AC_40_BP"": -48, ""AC_45_KO"": -210, ""AC_50_C"": 50, ""AC_50_CO"": -30, ""AC_50_C_2"": 42, ""AC_50_P_2"": 39, ""AC_60_C"": 45}",-55,-210,-48,-30,42,39,50,0,0,0,50,45
56943,242.55039837881637,72.64894877056071,966.2277842197365,96.62277842197365,96.62277842197365,193.2455568439473,0.476,-835.7440573186414,-2642.0799732498626,-3436.6516539483473,2909.201855413956,158.97599264695222,33.61438404915603,68.87740057003336,176.6075009073909,68.87740057003336,-63.00839437281762,242.55039837881637,"{""AC"": -50, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -270, ""AC_50_C"": 50, ""AC_50_CO"": -24, ""AC_50_C_2"": 24, ""AC_50_P_2"": 33, ""AC_60_C"": 31}",-50,-270,-50,-24,24,33,50,0,0,0,50,31
46192,311.78810239508243,78.6851119834501,1316.0985277901386,131.60985277901386,131.60985277901386,263.2197055580277,0.474,-1181.2481168017832,-3554.0128280997287,-4507.090508890382,4646.390750904238,193.66329071490412,16.476073194636626,68.79595848530803,219.8232333602398,68.79595848530803,-115.13377958437724,311.78810239508243,"{""AC"": -60, ""AC_35_P"": 49, ""AC_40_BP"": -50, ""AC_45_KO"": -370, ""AC_50_C"": 50, ""AC_50_CO"": -16, ""AC_50_C_2"": 38, ""AC_50_P_2"": 39, ""AC_60_C"": 36}",-60,-370,-50,-16,38,39,49,0,0,0,50,36
98110,254.3986326869688,75.41738566933634,1029.969423944996,102.9969423944996,102.9969423944996,205.9938847889992,0.464,-894.2522778355894,-2789.9887706151635,-3521.276285478967,3775.4135824974783,164.97340490340986,30.835563228071436,68.76231981438058,183.93678319656442,68.76231981438058,-72.16137916642816,254.3986326869688,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -48, ""AC_45_KO"": -270, ""AC_50_C"": 46, ""AC_50_CO"": -20, ""AC_50_C_2"": 24, ""AC_50_P_2"": 37, ""AC_60_C"": 32}",-45,-270,-48,-20,24,37,50,0,0,0,46,32
86023,304.484544413737,109.4272424478956,1279.5068536575372,127.95068536575373,127.95068536575373,255.90137073150746,0.474,-1145.4831716150422,-3582.9611695538533,-4479.890866844322,4474.5072433127825,189.93622725223278,18.113751509976453,68.68672598860383,215.22271449154647,68.68672598860383,-109.83693385577727,304.484544413737,"{""AC"": -60, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -370, ""AC_50_C"": 50, ""AC_50_CO"": -18, ""AC_50_C_2"": 30, ""AC_50_P_2"": 39, ""AC_60_C"": 43}",-60,-370,-50,-18,30,39,50,0,0,0,50,43
