rank,name,parent,families,deterministic_total,delta_vs_safe,delta_vs_attack,min_day_delta_vs_safe,daily_delta_range_vs_safe,deterministic_score,composite_score,day_-2,ash_-2,pepper_-2,trades_-2,day_-1,ash_-1,pepper_-1,trades_-1,day_0,ash_0,pepper_0,trades_0,mc_mean_delta,mc_p10_delta,mc_win_rate,mc_plausible_mean_delta,mc_plausible_p10_delta
11,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard_cmaes_ash_attack_tuning,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard,"ash_attack_tuning,cmaes_refine",290017.5,1975.0,173.0,406.0,390.0,2085.9,2619.9738,96535.5,16898.5,79637.0,827,97013.0,17645.0,79368.0,812,96469.0,17076.0,79393.0,791,1902.3333,-1828.75,0.8333,1902.3333,-1828.75
12,TradervR1_lab_r12_07_a_local_fair_blend_a_attack_tuning,TradervR1_47_2,"ash_local_fair_blend,ash_attack_tuning",289878.0,1835.5,33.5,417.5,342.5,1954.225,2512.6555,96547.0,16903.0,79644.0,790,96977.0,17609.0,79368.0,772,96354.0,16957.0,79397.0,755,1603.25,-800.25,0.8333,1603.25,-800.25
13,TradervR1_lab_r16_08_p_carry_defense,TradervR1_47,pepper_carry_defense,289836.5,1794.0,-8.0,522.0,223.0,1958.86,2359.7505,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,1083.25,-435.25,0.8333,1083.25,-435.25
14,TradervR1_lab_r11_01_a_quality_guard_p_entry_quality,TradervR1_47,"ash_quality_guard,pepper_entry_quality",290302.0,2259.5,457.5,501.5,438.5,2399.945,2345.2545,96631.0,16994.0,79637.0,830,97157.0,17789.0,79368.0,817,96514.0,17117.0,79397.0,792,548.25,-2123.75,0.6667,548.25,-2123.75
15,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard,TradervR1_lab_r01_04_p_carry_defense,"ash_attack_tuning,ash_quality_guard",290017.5,1975.0,173.0,406.0,390.0,2085.9,2256.7055,96535.5,16898.5,79637.0,827,97013.0,17645.0,79368.0,812,96469.0,17076.0,79393.0,791,1153.5,-2284.0,0.8333,1153.5,-2284.0
16,TradervR1_lab_r18_08_a_quality_guard,TradervR1_47,ash_quality_guard,290021.5,1979.0,177.0,441.0,339.0,2106.23,2226.2155,96570.5,16926.5,79644.0,829,96975.0,17607.0,79368.0,811,96476.0,17079.0,79397.0,791,1333.75,-3162.0,0.8333,1333.75,-3162.0
17,TradervR1_lab_r16_08_p_carry_defense_cmaes_pepper_carry_defense,TradervR1_lab_r16_08_p_carry_defense,"pepper_carry_defense,cmaes_refine",289836.5,1794.0,-8.0,522.0,223.0,1958.86,2201.0662,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,978.6667,-1228.25,0.6667,978.6667,-1228.25
18,TradervR1_lab_r10_03_a_quality_guard_p_entry_quality,TradervR1_47,"ash_quality_guard,pepper_entry_quality",289838.5,1796.0,-6.0,522.0,224.0,1960.78,2107.3388,96657.5,17013.5,79644.0,830,96739.0,17371.0,79368.0,814,96442.0,17051.0,79391.0,788,1108.0833,-2324.0,0.8333,1108.0833,-2324.0
19,TradervR1_lab_r07_06_a_attack_tuning_a_local_fair_blend,TradervR1_lab_r06_05_a_quality_guard_a_local_fair_blend,"ash_attack_tuning,ash_local_fair_blend",290137.0,2094.5,292.5,479.5,395.5,2230.685,2091.6228,96609.0,16965.0,79644.0,831,96957.0,17589.0,79368.0,807,96571.0,17174.0,79397.0,790,741.8333,-3279.5,0.6667,741.8333,-3279.5
20,TradervR1_lab_r15_05_a_quality_guard_a_local_fair_blend_p_carry_defense,TradervR1_lab_r14_02_a_quality_guard_a_local_fair_blend,"ash_quality_guard,ash_local_fair_blend,pepper_carry_defense",289003.0,960.5,-841.5,127.5,304.5,980.765,2008.9922,96257.0,16622.0,79635.0,631,96649.0,17286.0,79363.0,615,96097.0,16697.0,79400.0,612,2745.6667,-227.75,0.8333,2745.6667,-227.75
21,TradervR1_lab_r16_01_a_local_fair_blend,TradervR1_47,ash_local_fair_blend,290154.5,2112.0,310.0,547.0,299.0,2279.53,1845.5345,96676.5,17032.5,79644.0,841,97063.0,17695.0,79368.0,810,96415.0,17018.0,79397.0,796,407.0,-4429.5,0.6667,407.0,-4429.5
22,TradervR1_lab_r04_06_a_attack_tuning,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,ash_attack_tuning,289528.5,1486.0,-316.0,312.0,343.0,1567.76,1810.0188,96441.5,16804.5,79637.0,807,96736.0,17368.0,79368.0,803,96351.0,16956.0,79395.0,773,901.8333,-874.0,0.8333,901.8333,-874.0
23,TradervR1_lab_r02_04_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,289699.5,1657.0,-145.0,364.0,359.0,1755.68,1755.68,96493.5,16849.5,79644.0,790,96940.0,17572.0,79368.0,776,96266.0,16869.0,79397.0,756,,,,,
24,TradervR1_lab_r02_08_p_carry_defense,TradervR1_47,pepper_carry_defense,289800.5,1758.0,-44.0,487.0,263.0,1907.41,1679.4012,96650.5,17013.5,79637.0,830,96704.0,17371.0,79333.0,814,96446.0,17051.0,79395.0,788,429.9167,-2998.5,0.6667,429.9167,-2998.5
25,TradervR1_lab_r18_06_a_attack_tuning,TradervR1_lab_r17_01_a_local_fair_blend_a_quality_guard,ash_attack_tuning,289573.0,1530.5,-271.5,237.5,541.5,1570.305,1675.6038,96367.0,16723.0,79644.0,886,96996.0,17628.0,79368.0,874,96210.0,16813.0,79397.0,844,880.5833,-1817.0,0.8333,880.5833,-1817.0
26,TradervR1_lab_r05_07_p_carry_defense_p_entry_quality,TradervR1_47,"pepper_carry_defense,pepper_entry_quality",289781.5,1739.0,-63.0,461.0,289.0,1877.23,1628.1605,96657.5,17013.5,79644.0,830,96678.0,17371.0,79307.0,813,96446.0,17051.0,79395.0,788,386.0,-3054.25,0.8333,386.0,-3054.25
27,TradervR1_lab_r01_08_p_carry_defense_a_quality_guard,TradervR1_47_2,"pepper_carry_defense,ash_quality_guard",289506.5,1464.0,-338.0,270.0,358.0,1529.86,1529.86,96399.5,16763.5,79636.0,824,96845.0,17477.0,79368.0,806,96262.0,16872.0,79390.0,787,,,,,
28,TradervR1_lab_r17_01_a_local_fair_blend_a_quality_guard,TradervR1_47,"ash_local_fair_blend,ash_quality_guard",289404.0,1361.5,-440.5,222.5,446.5,1403.655,1529.8155,96352.0,16708.0,79644.0,888,96886.0,17518.0,79368.0,876,96166.0,16769.0,79397.0,845,1018.25,-1964.75,0.8333,1018.25,-1964.75
29,TradervR1_lab_r01_03_p_entry_quality_a_quality_guard,TradervR1_47_2,"pepper_entry_quality,ash_quality_guard",289500.5,1458.0,-344.0,277.0,351.0,1526.87,1526.87,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96249.0,16867.0,79382.0,785,,,,,
30,TradervR1_lab_r18_02_a_quality_guard,TradervR1_lab_r17_08_p_carry_defense_p_entry_quality,ash_quality_guard,289500.5,1458.0,-344.0,277.0,351.0,1526.87,1526.87,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96249.0,16867.0,79382.0,785,,,,,
31,TradervR1_lab_r02_06_p_carry_defense,TradervR1_lab_r01_08_p_carry_defense_a_quality_guard,pepper_carry_defense,289499.5,1457.0,-345.0,264.0,364.0,1520.28,1520.28,96393.5,16763.5,79630.0,823,96845.0,17477.0,79368.0,806,96261.0,16872.0,79389.0,786,,,,,
32,TradervR1_lab_r05_05_a_attack_tuning,TradervR1_47_2,ash_attack_tuning,289445.0,1402.5,-399.5,279.5,285.5,1477.485,1477.485,96409.0,16765.0,79644.0,815,96775.0,17407.0,79368.0,802,96261.0,16864.0,79397.0,782,,,,,
33,TradervR1_lab_r07_03_p_carry_defense,TradervR1_47,pepper_carry_defense,289835.5,1793.0,-9.0,521.0,229.0,1957.03,1425.8345,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96446.0,17051.0,79395.0,789,-69.75,-3756.5,0.6667,-69.75,-3756.5
34,TradervR1_lab_r02_01_a_attack_tuning_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_carry_defense",289323.5,1281.0,-521.0,317.0,195.0,1376.35,1376.35,96446.5,16802.5,79644.0,828,96729.0,17361.0,79368.0,810,96148.0,16751.0,79397.0,786,,,,,
35,TradervR1_lab_r11_04_p_entry_quality,TradervR1_47_2,pepper_entry_quality,289363.5,1321.0,-481.0,216.0,352.0,1368.44,1368.44,96345.5,16701.5,79644.0,821,96754.0,17386.0,79368.0,800,96264.0,16867.0,79397.0,786,,,,,
36,TradervR1_lab_r17_08_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289347.5,1305.0,-497.0,215.0,338.0,1353.21,1353.21,96344.5,16701.5,79643.0,822,96754.0,17386.0,79368.0,800,96249.0,16867.0,79382.0,785,,,,,
37,TradervR1_lab_r18_04_a_attack_tuning_a_quality_guard,TradervR1_lab_r17_01_a_local_fair_blend_a_quality_guard,"ash_attack_tuning,ash_quality_guard",289334.0,1291.5,-510.5,245.5,326.5,1351.305,1351.305,96375.0,16731.0,79644.0,884,96789.0,17421.0,79368.0,874,96170.0,16773.0,79397.0,844,,,,,
38,TradervR1_lab_r06_04_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289311.5,1269.0,-533.0,216.0,352.0,1316.44,1316.44,96345.5,16701.5,79644.0,821,96702.0,17386.0,79316.0,800,96264.0,16867.0,79397.0,785,,,,,
39,TradervR1_lab_r12_07_a_local_fair_blend_a_attack_tuning_cmaes_ash_local_fair_blend,TradervR1_lab_r12_07_a_local_fair_blend_a_attack_tuning,"ash_local_fair_blend,cmaes_refine",289878.0,1835.5,33.5,417.5,342.5,1954.225,1303.0928,96547.0,16903.0,79644.0,790,96977.0,17609.0,79368.0,772,96354.0,16957.0,79397.0,755,-112.9167,-4495.0,0.6667,-112.9167,-4495.0
40,TradervR1_lab_r05_02_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289293.5,1251.0,-551.0,209.0,357.0,1295.59,1295.59,96338.5,16701.5,79637.0,821,96693.0,17386.0,79307.0,799,96262.0,16867.0,79395.0,785,,,,,
41,TradervR1_lab_r05_06_a_attack_tuning_p_entry_quality_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_entry_quality,pepper_carry_defense",289206.5,1164.0,-638.0,364.0,59.0,1286.68,1286.68,96493.5,16839.5,79654.0,832,96594.0,17269.0,79325.0,815,96119.0,16709.0,79410.0,793,,,,,
42,TradervR1_lab_r06_05_a_quality_guard_a_local_fair_blend,TradervR1_47,"ash_quality_guard,ash_local_fair_blend",289258.5,1216.0,-586.0,254.0,250.0,1284.9,1284.9,96383.5,16739.5,79644.0,861,96721.0,17353.0,79368.0,834,96154.0,16757.0,79397.0,821,,,,,
43,TradervR1_lab_r09_07_p_carry_defense_a_quality_guard,TradervR1_lab_r08_07_a_attack_tuning_a_local_fair_blend,"pepper_carry_defense,ash_quality_guard",289271.5,1229.0,-573.0,192.0,539.0,1253.08,1253.08,96321.5,16677.5,79644.0,847,96948.0,17641.0,79307.0,829,96002.0,16607.0,79395.0,808,,,,,
44,TradervR1_lab_r18_05_p_carry_defense,TradervR1_47,pepper_carry_defense,289781.5,1739.0,-63.0,461.0,289.0,1877.23,1177.8062,96657.5,17013.5,79644.0,830,96678.0,17371.0,79307.0,813,96446.0,17051.0,79395.0,788,-220.0833,-4497.75,0.6667,-220.0833,-4497.75
45,TradervR1_lab_r01_01_a_local_fair_blend,TradervR1_39_4,ash_local_fair_blend,289132.5,1090.0,-712.0,275.0,213.0,1169.21,1169.21,96404.5,16760.5,79644.0,577,96705.0,17342.0,79363.0,578,96023.0,16626.0,79397.0,560,,,,,
46,TradervR1_lab_r17_06_a_local_fair_blend,TradervR1_lab_r16_03_a_local_fair_blend,ash_local_fair_blend,289092.5,1050.0,-752.0,245.0,176.0,1121.67,1121.67,96374.5,16730.5,79644.0,761,96601.0,17233.0,79368.0,739,96117.0,16720.0,79397.0,720,,,,,
47,TradervR1_lab_r03_01_a_local_fair_blend,TradervR1_47,ash_local_fair_blend,289117.0,1074.5,-727.5,174.5,329.5,1109.215,1109.215,96304.0,16660.0,79644.0,873,96613.0,17245.0,79368.0,862,96200.0,16803.0,79397.0,838,,,,,
48,TradervR1_lab_r08_05_p_entry_quality_a_attack_tuning,TradervR1_47,"pepper_entry_quality,ash_attack_tuning",289354.5,1312.0,-490.0,325.0,207.0,1409.19,1105.9238,96454.5,16810.5,79644.0,830,96749.0,17381.0,79368.0,809,96151.0,16763.0,79388.0,794,224.0833,-2734.75,0.8333,224.0833,-2734.75
49,TradervR1_lab_r12_06_a_local_fair_blend_p_entry_quality,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality",289042.5,1000.0,-802.0,301.0,77.0,1099.19,1099.19,96507.5,16864.5,79643.0,763,96518.0,17150.0,79368.0,738,96017.0,16620.0,79397.0,719,,,,,
50,TradervR1_lab_r07_05_a_attack_tuning,TradervR1_lab_r06_04_p_carry_defense_p_entry_quality,ash_attack_tuning,289075.5,1033.0,-769.0,205.0,210.0,1087.95,1087.95,96334.5,16690.5,79644.0,821,96630.0,17314.0,79316.0,800,96111.0,16714.0,79397.0,782,,,,,
51,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,TradervR1_lab_r02_04_a_local_fair_blend,"ash_local_fair_blend,pepper_entry_quality",289492.5,1450.0,-352.0,303.0,307.0,1531.49,1058.4895,96432.5,16795.5,79637.0,809,96754.0,17386.0,79368.0,799,96306.0,16911.0,79395.0,773,25.25,-3416.25,0.6667,25.25,-3416.25
52,TradervR1_lab_r13_03_p_carry_defense,TradervR1_47,pepper_carry_defense,289813.5,1771.0,-31.0,461.0,296.0,1908.67,1033.0805,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96453.0,17051.0,79402.0,788,-396.75,-5311.25,0.8333,-396.75,-5311.25
53,TradervR1_lab_r11_05_p_carry_defense_p_entry_quality,TradervR1_47,"pepper_carry_defense,pepper_entry_quality",289836.5,1794.0,-8.0,522.0,223.0,1958.86,1030.0745,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,-510.75,-5337.0,0.6667,-510.75,-5337.0
54,TradervR1_lab_r06_03_a_attack_tuning_cmaes_ash_attack_tuning,TradervR1_lab_r06_03_a_attack_tuning,"ash_attack_tuning,cmaes_refine",289382.0,1339.5,-462.5,297.5,247.5,1423.825,998.8272,96427.0,16783.0,79644.0,817,96714.0,17346.0,79368.0,799,96241.0,16844.0,79397.0,783,19.1667,-3034.5,0.8333,19.1667,-3034.5
55,TradervR1_lab_r06_03_a_attack_tuning,TradervR1_lab_r05_05_a_attack_tuning,ash_attack_tuning,289317.0,1274.5,-527.5,279.5,235.5,1353.485,881.7395,96409.0,16765.0,79644.0,815,96697.0,17329.0,79368.0,800,96211.0,16814.0,79397.0,782,-41.25,-3117.0,0.6667,-41.25,-3117.0
56,TradervR1_lab_r12_02_a_quality_guard,TradervR1_lab_r11_03_p_entry_quality_p_carry_defense_a_attack_tuning,ash_quality_guard,288842.0,799.5,-1002.5,140.5,239.5,829.515,829.515,96270.0,16601.0,79669.0,817,96496.0,17187.0,79309.0,802,96076.0,16675.0,79401.0,784,,,,,
57,TradervR1_lab_r11_03_p_entry_quality_p_carry_defense_a_attack_tuning,TradervR1_lab_r10_04_a_attack_tuning,"pepper_entry_quality,pepper_carry_defense,ash_attack_tuning",288818.5,776.0,-1026.0,181.0,139.0,828.23,828.23,96310.5,16641.5,79669.0,817,96492.0,17183.0,79309.0,804,96016.0,16615.0,79401.0,783,,,,,
58,TradervR1_lab_r12_05_p_entry_quality,TradervR1_lab_r11_03_p_entry_quality_p_carry_defense_a_attack_tuning,pepper_entry_quality,288818.5,776.0,-1026.0,181.0,139.0,828.23,828.23,96310.5,16641.5,79669.0,817,96492.0,17183.0,79309.0,804,96016.0,16615.0,79401.0,783,,,,,
59,TradervR1_lab_r04_02_a_attack_tuning,TradervR1_lab_r03_01_a_local_fair_blend,ash_attack_tuning,288813.0,770.5,-1031.5,142.5,184.5,805.615,805.615,96272.0,16628.0,79644.0,874,96518.0,17150.0,79368.0,865,96023.0,16626.0,79397.0,835,,,,,
60,TradervR1_lab_r06_02_a_quality_guard_a_local_fair_blend_p_carry_defense,TradervR1_47_2,"ash_quality_guard,ash_local_fair_blend,pepper_carry_defense",289546.0,1503.5,-298.5,366.5,205.5,1615.335,784.3433,96496.0,16859.0,79637.0,750,96782.0,17467.0,79315.0,743,96268.0,16873.0,79395.0,718,-974.1667,-3106.75,0.5,-974.1667,-3106.75
61,TradervR1_lab_r08_05_p_entry_quality_a_attack_tuning_cmaes_pepper_entry_quality,TradervR1_lab_r08_05_p_entry_quality_a_attack_tuning,"pepper_entry_quality,cmaes_refine",289354.5,1312.0,-490.0,325.0,207.0,1409.19,737.1795,96454.5,16810.5,79644.0,830,96749.0,17381.0,79368.0,809,96151.0,16763.0,79388.0,794,-213.5,-4076.75,0.6667,-213.5,-4076.75
62,TradervR1_lab_r10_04_a_attack_tuning,TradervR1_lab_r09_04_p_carry_defense,ash_attack_tuning,288908.5,866.0,-936.0,165.0,250.0,903.75,736.4638,96294.5,16625.5,79669.0,825,96503.0,17196.0,79307.0,799,96111.0,16700.0,79411.0,785,258.0833,-1605.75,0.8333,258.0833,-1605.75
63,TradervR1_lab_r09_08_a_local_fair_blend_p_entry_quality,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality",288793.5,751.0,-1051.0,7.0,405.0,721.05,721.05,96136.5,16492.5,79644.0,846,96629.0,17261.0,79368.0,840,96028.0,16640.0,79388.0,812,,,,,
64,TradervR1_lab_r01_05_p_carry_defense,TradervR1_47,pepper_carry_defense,289822.5,1780.0,-22.0,461.0,305.0,1916.95,698.1612,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96462.0,17051.0,79411.0,788,-906.5833,-6269.5,0.6667,-906.5833,-6269.5
65,TradervR1_lab_r12_08_p_entry_quality,TradervR1_lab_r11_04_p_entry_quality,pepper_entry_quality,289363.5,1321.0,-481.0,216.0,352.0,1368.44,656.0662,96345.5,16701.5,79644.0,821,96754.0,17386.0,79368.0,800,96264.0,16867.0,79397.0,786,-404.5833,-3824.25,0.6667,-404.5833,-3824.25
66,TradervR1_lab_r18_07_a_attack_tuning_a_local_fair_blend,TradervR1_34_1,"ash_attack_tuning,ash_local_fair_blend",288658.0,615.5,-1186.5,98.5,257.5,629.375,629.375,96228.0,16584.0,79644.0,638,96573.0,17205.0,79368.0,636,95857.0,16460.0,79397.0,615,,,,,
67,TradervR1_lab_r03_02_a_local_fair_blend,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard,ash_local_fair_blend,288695.5,653.0,-1149.0,-11.0,436.0,614.27,614.27,96118.5,16481.5,79637.0,919,96642.0,17274.0,79368.0,897,95935.0,16542.0,79393.0,885,,,,,
68,TradervR1_lab_r11_02_a_quality_guard,TradervR1_47,ash_quality_guard,289784.5,1742.0,-60.0,497.0,226.0,1897.87,587.3295,96626.5,16982.5,79644.0,827,96739.0,17371.0,79368.0,814,96419.0,17022.0,79397.0,790,-1358.75,-5611.25,0.6667,-1358.75,-5611.25
69,TradervR1_lab_r10_02_a_local_fair_blend,TradervR1_42_O2_1,ash_local_fair_blend,288523.0,480.5,-1321.5,100.5,114.5,506.515,506.515,96230.0,16586.0,79644.0,627,96382.0,17014.0,79368.0,617,95911.0,16514.0,79397.0,608,,,,,
70,TradervR1_lab_r01_06_p_entry_quality,TradervR1_47,pepper_entry_quality,289830.5,1788.0,-14.0,521.0,224.0,1952.43,503.9212,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,-1111.8333,-7328.5,0.6667,-1111.8333,-7328.5
71,TradervR1_lab_r05_01_p_carry_defense,TradervR1_47,pepper_carry_defense,289832.5,1790.0,-12.0,479.0,287.0,1934.69,501.7562,96674.5,17013.5,79661.0,830,96696.0,17371.0,79325.0,814,96462.0,17051.0,79411.0,789,-1082.8333,-7301.25,0.6667,-1082.8333,-7301.25
72,TradervR1_lab_r13_08_a_local_fair_blend,TradervR1_34_1,ash_local_fair_blend,288674.0,631.5,-1170.5,177.0,50.5,689.41,494.8455,96357.0,16713.0,79644.0,669,96444.0,17076.0,79368.0,658,95873.0,16476.0,79397.0,632,232.5,-1593.5,0.8333,232.5,-1593.5
73,TradervR1_lab_r13_04_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289295.5,1253.0,-549.0,216.0,345.0,1301.0,483.7222,96345.5,16701.5,79644.0,821,96693.0,17386.0,79307.0,800,96257.0,16867.0,79390.0,786,-535.0833,-4203.5,0.8333,-535.0833,-4203.5
74,TradervR1_lab_r10_06_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289343.5,1301.0,-501.0,202.0,357.0,1343.14,474.0362,96331.5,16701.5,79630.0,821,96757.0,17386.0,79371.0,800,96255.0,16867.0,79388.0,786,-584.3333,-4418.75,0.6667,-584.3333,-4418.75
75,TradervR1_lab_r02_05_a_local_fair_blend,TradervR1_42_O2_1,ash_local_fair_blend,288446.0,403.5,-1398.5,-36.5,284.5,367.965,367.965,96093.0,16449.0,79644.0,704,96409.0,17041.0,79368.0,687,95944.0,16547.0,79397.0,669,,,,,
76,TradervR1_lab_r08_07_a_attack_tuning_a_local_fair_blend,TradervR1_47_2,"ash_attack_tuning,ash_local_fair_blend",289125.5,1083.0,-719.0,173.0,429.0,1109.23,295.9045,96302.5,16658.5,79644.0,850,96819.0,17451.0,79368.0,829,96004.0,16607.0,79397.0,809,-407.5,-4401.0,0.6667,-407.5,-4401.0
77,TradervR1_lab_r15_08_a_local_fair_blend_p_entry_quality,TradervR1_39_4,"ash_local_fair_blend,pepper_entry_quality",288376.0,333.5,-1468.5,-108.5,342.5,268.125,268.125,96021.0,16384.0,79637.0,671,96451.0,17088.0,79363.0,647,95904.0,16509.0,79395.0,640,,,,,
78,TradervR1_lab_r10_08_a_local_fair_blend,TradervR1_39_4,ash_local_fair_blend,288332.0,289.5,-1512.5,-204.5,455.5,181.485,181.485,95925.0,16281.0,79644.0,707,96460.0,17097.0,79363.0,689,95947.0,16550.0,79397.0,668,,,,,
79,TradervR1_lab_r09_04_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289341.5,1299.0,-503.0,241.0,341.0,1356.07,168.0172,96370.5,16701.5,79669.0,821,96693.0,17386.0,79307.0,799,96278.0,16867.0,79411.0,785,-917.0833,-5786.75,0.8333,-917.0833,-5786.75
80,TradervR1_lab_r10_07_a_local_fair_blend,TradervR1_lab_r09_07_p_carry_defense_a_quality_guard,ash_local_fair_blend,288296.5,254.0,-1548.0,-166.0,444.0,160.38,160.38,95963.5,16319.5,79644.0,911,96495.0,17188.0,79307.0,919,95838.0,16443.0,79395.0,873,,,,,
81,TradervR1_lab_r16_03_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,288974.0,931.5,-870.5,291.0,50.0,1029.35,143.1988,96429.0,16785.0,79644.0,813,96508.0,17140.0,79368.0,796,96037.0,16640.0,79397.0,772,-746.9167,-3906.5,0.8333,-746.9167,-3906.5
82,TradervR1_lab_r16_05_a_local_fair_blend,TradervR1_34_1,ash_local_fair_blend,288201.5,159.0,-1643.0,-75.0,240.0,113.55,113.55,96054.5,16410.5,79644.0,729,96382.0,17014.0,79368.0,708,95765.0,16368.0,79397.0,693,,,,,
