rank,name,parent,families,deterministic_total,delta_vs_safe,delta_vs_attack,min_day_delta_vs_safe,daily_delta_range_vs_safe,deterministic_score,composite_score,day_-2,ash_-2,pepper_-2,trades_-2,day_-1,ash_-1,pepper_-1,trades_-1,day_0,ash_0,pepper_0,trades_0,mc_mean_delta,mc_p10_delta,mc_win_rate,mc_plausible_mean_delta,mc_plausible_p10_delta
1,TradervR1_lab_r06_03_a_quality_guard,TradervR1_lab_r05_04_p_carry_defense_p_entry_quality,ash_quality_guard,289808.5,1766.0,-36.0,512.0,225.0,1927.2,3068.4788,96641.5,17013.5,79628.0,831,96734.0,17371.0,79363.0,813,96433.0,17051.0,79382.0,788,2395.8333,1119.0,0.8333,2395.8333,1119.0
2,TradervR1_lab_r06_08_a_quality_guard,TradervR1_lab_r05_08_a_quality_guard,ash_quality_guard,289815.5,1773.0,-29.0,522.0,201.0,1939.62,2089.5445,96657.5,17013.5,79644.0,830,96739.0,17371.0,79368.0,814,96419.0,17022.0,79397.0,790,386.5,-183.5,0.6667,386.5,-183.5
3,TradervR1_lab_r06_05_p_entry_quality,TradervR1_lab_r05_04_p_carry_defense_p_entry_quality,pepper_entry_quality,289805.5,1763.0,-39.0,512.0,222.0,1924.44,1924.44,96641.5,17013.5,79628.0,831,96734.0,17371.0,79363.0,813,96430.0,17051.0,79379.0,789,,,,,
4,TradervR1_lab_r06_03_a_quality_guard_cmaes_ash_quality_guard,TradervR1_lab_r06_03_a_quality_guard,"ash_quality_guard,cmaes_refine",289808.5,1766.0,-36.0,512.0,225.0,1927.2,1840.8045,96641.5,17013.5,79628.0,831,96734.0,17371.0,79363.0,813,96433.0,17051.0,79382.0,788,787.25,-3012.5,0.6667,787.25,-3012.5
5,TradervR1_lab_r06_04_a_attack_tuning,TradervR1_47_2,ash_attack_tuning,289354.0,1311.5,-490.5,279.5,237.5,1390.325,1390.325,96409.0,16765.0,79644.0,815,96734.0,17366.0,79368.0,804,96211.0,16814.0,79397.0,782,,,,,
6,TradervR1_lab_r06_06_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289352.5,1310.0,-492.0,209.0,355.0,1354.75,1354.75,96338.5,16701.5,79637.0,821,96754.0,17386.0,79368.0,800,96260.0,16867.0,79393.0,786,,,,,
7,TradervR1_lab_r06_02_a_local_fair_blend,TradervR1_lab_r05_08_a_quality_guard,ash_local_fair_blend,290190.5,2148.0,346.0,646.0,130.0,2363.7,1350.2378,96775.5,17131.5,79644.0,780,96993.0,17625.0,79368.0,751,96422.0,17025.0,79397.0,731,-420.4167,-6204.5,0.6667,-420.4167,-6204.5
8,TradervR1_lab_r06_01_p_entry_quality_p_carry_defense,TradervR1_42_P1_1,"pepper_entry_quality,pepper_carry_defense",288042.5,0.0,-1802.0,0.0,0.0,0.0,0.0,96129.5,16485.5,79644.0,730,96217.0,16849.0,79368.0,708,95696.0,16299.0,79397.0,690,,,,,
9,TradervR1_lab_r06_07_a_quality_guard,TradervR1_42_O2_1,ash_quality_guard,287863.5,-179.0,-1981.0,-76.0,44.0,-209.12,-209.12,96058.5,16414.5,79644.0,725,96185.0,16817.0,79368.0,708,95620.0,16223.0,79397.0,688,,,,,
