seed,total_pnl,max_drawdown,own_trade_count
28,-16167.000000,29030.000000,1115
29,-18847.000000,31535.500000,1120
30,-18016.500000,29357.000000,1191
31,-22765.500000,35036.500000,1150
32,-17473.500000,27712.000000,1150
33,-23787.000000,35767.000000,1167
