candidate,seed,official_score
Candidate_A,10000,332.14299588151226
Candidate_A,10001,198.93537611704167
Candidate_A,10002,328.99202107377386
Candidate_A,10003,45.77136184455519
Candidate_A,10004,395.3764212294162
Candidate_A,10005,49.54516181876531
Candidate_A,10006,258.23671629127216
Candidate_A,10007,144.0299742014115
Candidate_A,10008,183.67145997095307
Candidate_A,10009,-20.40883659541636
Candidate_A,10010,140.88817629766345
Candidate_A,10011,2.142250485170423
Candidate_A,10012,-11.12756898886816
Candidate_A,10013,438.25438356664495
Candidate_A,10014,168.29460086124882
Candidate_A,10015,150.03260256287354
Candidate_A,10016,245.3998184826964
Candidate_A,10017,228.98638159733267
Candidate_A,10018,225.36030921425802
Candidate_A,10019,62.21893452618031
Candidate_A,10020,370.7855181653859
Candidate_A,10021,152.14099088278329
Candidate_A,10022,251.67127867272663
Candidate_A,10023,-33.624620260627474
Candidate_A,10024,243.73104368704654
Candidate_A,10025,124.86913677432891
Candidate_A,10026,145.94829193355739
Candidate_A,10027,-43.44866655618808
Candidate_A,10028,242.18468285254676
Candidate_A,10029,177.30582221531662
Candidate_A,10030,388.2193973350232
Candidate_A,10031,223.479526278422
Candidate_A,10032,22.009630461130214
Candidate_A,10033,398.1077081372852
Candidate_A,10034,181.41903088709188
Candidate_A,10035,52.29308478173556
Candidate_A,10036,294.9896283181615
Candidate_A,10037,-1.900647351791937
Candidate_A,10038,-11.28207076746067
Candidate_A,10039,364.294088429476
Candidate_A,10040,-23.015268133675562
Candidate_A,10041,341.9796245733844
Candidate_A,10042,76.11312486310773
Candidate_A,10043,-41.620148514365276
Candidate_A,10044,61.55060669782685
Candidate_A,10045,180.97241481825466
Candidate_A,10046,220.9650005516058
Candidate_A,10047,404.07934900254446
Candidate_A,10048,429.1855216503697
Candidate_A,10049,-27.399364280527326
Candidate_A,10050,0.9864970301651118
Candidate_A,10051,282.8715819740718
Candidate_A,10052,89.76508172865674
Candidate_A,10053,296.4779662412318
Candidate_A,10054,107.93165501356583
Candidate_A,10055,202.93720793581758
Candidate_A,10056,418.7456814445984
Candidate_A,10057,421.75432261501146
Candidate_A,10058,92.13077618794134
Candidate_A,10059,29.135745595378275
Candidate_A,10060,410.2274770992722
Candidate_A,10061,452.2709292891473
Candidate_A,10062,270.175360831967
Candidate_A,10063,323.6162379398662
Candidate_A,10064,3.783790259178933
Candidate_A,10065,-63.72837173501928
Candidate_A,10066,327.9920989077356
Candidate_A,10067,198.27512760939052
Candidate_A,10068,138.4549579041765
Candidate_A,10069,-8.555189461054638
Candidate_A,10070,275.6364373045286
Candidate_A,10071,103.52463245407222
Candidate_A,10072,40.34352843444968
Candidate_A,10073,204.96885919871522
Candidate_A,10074,319.5089995854991
Candidate_A,10075,333.5586456049747
Candidate_A,10076,287.75832381242225
Candidate_A,10077,138.94818992430683
Candidate_A,10078,123.87558921724646
Candidate_A,10079,439.17363507591347
Candidate_A,10080,321.5406585776168
Candidate_A,10081,334.51243346326487
Candidate_A,10082,202.45959823063654
Candidate_A,10083,161.5302420450439
Candidate_A,10084,219.60992708327794
Candidate_A,10085,-63.51745662954413
Candidate_A,10086,217.37233610908876
Candidate_A,10087,63.08351672905619
Candidate_A,10088,-131.86388017532812
Candidate_A,10089,84.26209358179652
Candidate_A,10090,240.59183034263185
Candidate_A,10091,-35.728497220559646
Candidate_A,10092,501.61843084987265
Candidate_A,10093,479.87346892342947
Candidate_A,10094,349.82050098011854
Candidate_A,10095,81.47247920514778
Candidate_A,10096,223.10496372111464
Candidate_A,10097,112.51074845879944
Candidate_A,10098,67.24254833845379
Candidate_A,10099,233.02625563682838
Candidate_A,10100,278.98553656466373
Candidate_A,10101,554.3803744965404
Candidate_A,10102,91.63989439790545
Candidate_A,10103,212.4237296169849
Candidate_A,10104,261.4910469240433
Candidate_A,10105,223.92077097107955
Candidate_A,10106,118.38477183117564
Candidate_A,10107,213.88543926797257
Candidate_A,10108,305.2741617551487
Candidate_A,10109,313.2714473387146
Candidate_A,10110,67.94234757028298
Candidate_A,10111,228.17558724935665
Candidate_A,10112,-39.85513845564153
Candidate_A,10113,65.55456997566695
