run_id,mean,median,std,score_std_100,score_std_100_sims,mean_ci95_100_sims,p_loss,p05,p01,worst,best,score_p05_10,score_p05_25,score,score_aggressive,score_balanced,score_safe,score_mean_only,positions,AC,AC_45_KO,AC_40_BP,AC_50_CO,AC_50_C_2,AC_50_P_2,AC_35_P,AC_40_P,AC_45_P,AC_50_P,AC_50_C,AC_60_C
191,374.57389775093526,86.79078464442287,1749.4283264500598,174.94283264500598,174.94283264500598,349.88566529001196,0.4795,-1482.5646152818842,-2791.9655854505,-4650.746196131813,12141.88350668216,226.31743622274684,3.9327439304641985,64.71778913614963,256.7099588255895,64.71778913614963,-171.01008871454178,374.57389775093526,"{""AC"": -60, ""AC_35_P"": 29, ""AC_40_BP"": -49, ""AC_45_KO"": -410, ""AC_50_C"": 44, ""AC_50_CO"": 13, ""AC_50_C_2"": 40, ""AC_50_P_2"": 23, ""AC_60_C"": 37}",-60,-410,-49,13,40,23,29,0,0,0,44,37
262,406.5894160630146,108.70684895537886,1838.4112539116463,183.84112539116464,183.84112539116464,367.6822507823293,0.481,-1707.4859918831737,-3327.31688264636,-5180.857465651647,11219.486208840504,235.84081687469723,-20.28208190777883,58.54595458495622,275.25483512106473,58.54595458495622,-204.12320729894347,406.5894160630146,"{""AC"": -65, ""AC_35_P"": 50, ""AC_40_BP"": -38, ""AC_40_P"": 26, ""AC_45_KO"": -490, ""AC_50_C"": 38, ""AC_50_CO"": 13, ""AC_50_C_2"": 28, ""AC_60_C"": 50}",-65,-490,-38,13,28,0,50,26,0,0,38,50
138,333.0889450232659,66.3080107998014,1618.3051909691837,161.83051909691838,161.83051909691838,323.66103819383676,0.4815,-1309.354387238015,-2649.1252282775517,-4325.742944767536,11327.623319852399,202.1535062994644,5.750348213762152,55.77052738910449,227.16359588713556,55.77052738910449,-156.08017088315623,333.0889450232659,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -36, ""AC_40_P"": 11, ""AC_45_KO"": -380, ""AC_50_C"": 50, ""AC_50_CO"": 9, ""AC_50_C_2"": 34, ""AC_60_C"": 18}",-45,-380,-36,9,34,0,50,11,0,0,50,18
929,374.9468635826492,133.62854540857745,1607.7026056804511,160.7702605680451,160.7702605680451,321.5405211360902,0.47,-1594.2728712911794,-2630.9924292021874,-4523.021672489953,9885.21160353903,215.51957645353124,-23.62135424014565,55.420802604949756,255.04065487607892,55.420802604949756,-184.39161480819075,374.9468635826492,"{""AC"": -70, ""AC_35_P"": 50, ""AC_40_BP"": -35, ""AC_45_KO"": -430, ""AC_50_C"": 43, ""AC_50_CO"": -1, ""AC_50_C_2"": 39, ""AC_50_P"": 14, ""AC_60_C"": 50}",-70,-430,-35,-1,39,0,50,0,0,14,43,50
1161,276.5272782108398,141.06488725447207,1217.0991430079296,121.70991430079296,121.70991430079296,243.41982860158592,0.465,-1075.1814120714791,-1934.440790210989,-3708.433083536445,10140.337400295944,169.0091370036919,7.7319251929700386,54.39510924972148,192.34072903206763,54.39510924972148,-113.97798910782292,276.5272782108398,"{""AC"": -55, ""AC_35_P"": 36, ""AC_40_BP"": -38, ""AC_45_KO"": -340, ""AC_50_C"": 50, ""AC_50_CO"": -7, ""AC_50_C_2"": 50, ""AC_50_P"": 8, ""AC_60_C"": 12}",-55,-340,-38,-7,50,0,36,0,0,8,50,12
1166,299.17767088586453,37.959785741768044,1587.9696956776609,158.7969695677661,158.7969695677661,317.5939391355322,0.489,-1122.9195840622804,-2785.8638254509233,-4796.71313319502,11607.333278636328,186.88571247963648,18.447774870294438,51.34124849263944,203.332449290809,51.34124849263944,-140.34919469747166,299.17767088586453,"{""AC"": -40, ""AC_35_P"": 50, ""AC_40_BP"": -45, ""AC_40_P"": -1, ""AC_45_KO"": -430, ""AC_50_C"": 50, ""AC_50_CO"": 10, ""AC_50_C_2"": 32, ""AC_60_C"": 13}",-40,-430,-45,10,32,0,50,-1,0,0,50,13
1678,316.8898234151576,39.660670824860716,1594.3297753099193,159.43297753099193,159.43297753099193,318.86595506198387,0.4945,-1265.259520658183,-3102.8134643999924,-4483.483741829897,12712.818431310758,190.3638713493393,0.5749432506118524,47.38440655093419,213.76860299950047,47.38440655093419,-158.85803428038008,316.8898234151576,"{""AC"": -55, ""AC_35_P"": 33, ""AC_40_BP"": -37, ""AC_45_KO"": -400, ""AC_50_C"": 50, ""AC_50_CO"": 12, ""AC_50_C_2"": 13, ""AC_50_P_2"": 10, ""AC_60_C"": 39}",-55,-400,-37,12,13,10,33,0,0,0,50,39
1325,245.94672450040346,71.44086746440368,1290.0697410674018,129.0069741067402,129.0069741067402,258.0139482134804,0.474,-926.5562649406943,-2525.1832265756093,-4613.533863547555,10285.010931082707,153.29109800633404,14.30765826522989,42.45979770592922,167.3671677266837,42.45979770592922,-114.6993158415103,245.94672450040346,"{""AC"": -35, ""AC_35_P"": 47, ""AC_40_BP"": -34, ""AC_45_KO"": -430, ""AC_45_P"": -9, ""AC_50_C"": 29, ""AC_50_CO"": 6, ""AC_50_C_2"": 44, ""AC_60_C"": 11}",-35,-430,-34,6,44,0,47,0,-9,0,29,11
401,316.003027329414,76.74569806320261,1369.4975157031388,136.94975157031388,136.94975157031388,273.89950314062776,0.4865,-1375.0908651385034,-2580.1247761902955,-4399.742402842486,6237.505540510827,178.49394081556366,-27.769688955211848,41.26452177348156,213.01104617991038,41.26452177348156,-164.71944052552573,316.003027329414,"{""AC"": -75, ""AC_35_P"": 49, ""AC_40_BP"": -30, ""AC_45_KO"": -440, ""AC_45_P"": -1, ""AC_50_C"": 50, ""AC_50_CO"": 2, ""AC_50_C_2"": 28, ""AC_60_C"": 34}",-75,-440,-30,2,28,0,49,0,-1,0,50,34
378,354.79386424279164,-5.076897744082089,1819.9860175270553,181.99860175270553,181.99860175270553,363.99720350541105,0.501,-1484.4975924216683,-2589.7734162415527,-3596.827977611746,14813.419059327432,206.3441050006248,-16.33053386262543,41.11992450318864,235.06933418353185,41.11992450318864,-198.32913561533096,354.79386424279164,"{""AC"": -35, ""AC_35_P"": 41, ""AC_40_BP"": -29, ""AC_45_KO"": -260, ""AC_50_C"": 25, ""AC_50_CO"": 25, ""AC_50_C_2"": 14, ""AC_50_P_2"": 28, ""AC_60_C"": 39}",-35,-260,-29,25,14,28,41,0,0,0,25,39
