run_id,mean,median,std,score_std_100,score_std_100_sims,mean_ci95_100_sims,p_loss,p05,p01,worst,best,score_p05_10,score_p05_25,score,score_aggressive,score_balanced,score_safe,score_mean_only,positions,AC,AC_45_KO,AC_40_BP,AC_50_CO,AC_50_C_2,AC_50_P_2,AC_35_P,AC_40_P,AC_45_P,AC_50_P,AC_50_C,AC_60_C
191,380.0018894327376,42.057941395745104,1795.9669328137097,179.59669328137096,179.59669328137096,359.1933865627419,0.49,-1475.818621275971,-3379.0785657640195,-4567.390644884874,12141.88350668216,232.42002730514048,11.047234113744821,68.83074960065645,261.3117850485963,68.83074960065645,-168.54945916762614,380.0018894327376,"{""AC"": -60, ""AC_35_P"": 29, ""AC_40_BP"": -49, ""AC_45_KO"": -410, ""AC_50_C"": 44, ""AC_50_CO"": 13, ""AC_50_C_2"": 40, ""AC_50_P_2"": 23, ""AC_60_C"": 37}",-60,-410,-49,13,40,23,29,0,0,0,44,37
1161,283.4517469793413,118.16569341451634,1227.5517570637144,122.75517570637143,122.75517570637143,245.51035141274286,0.463,-1073.1922684352583,-2143.581107972452,-3708.433083536445,8669.123369653817,176.13252013581547,15.15367987052673,61.09531886086684,199.10333963098552,61.09531886086684,-107.6014958358447,283.4517469793413,"{""AC"": -55, ""AC_35_P"": 36, ""AC_40_BP"": -38, ""AC_45_KO"": -340, ""AC_50_C"": 50, ""AC_50_CO"": -7, ""AC_50_C_2"": 50, ""AC_50_P"": 8, ""AC_60_C"": 12}",-55,-340,-38,-7,50,0,36,0,0,8,50,12
929,376.3835833937015,131.82411809707537,1631.202793929707,163.1202793929707,163.1202793929707,326.2405587859414,0.471,-1596.0462364107273,-2989.94113678358,-4523.021672489953,9327.526209731022,216.77895975262874,-22.62797570898033,55.41650823560707,255.80120172492244,55.41650823560707,-185.74825510195103,376.3835833937015,"{""AC"": -70, ""AC_35_P"": 50, ""AC_40_BP"": -35, ""AC_45_KO"": -430, ""AC_50_C"": 43, ""AC_50_CO"": -1, ""AC_50_C_2"": 39, ""AC_50_P"": 14, ""AC_60_C"": 50}",-70,-430,-35,-1,39,0,50,0,0,14,43,50
138,332.6274265831738,19.081384368534856,1664.6292460793672,166.4629246079367,166.4629246079367,332.9258492158734,0.492,-1309.498991226169,-3047.5462047644187,-4325.742944767536,11327.623319852399,201.67752746055692,5.252678776631569,52.97111559528011,225.5367458698812,52.97111559528011,-161.21024583130514,332.6274265831738,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -36, ""AC_40_P"": 11, ""AC_45_KO"": -380, ""AC_50_C"": 50, ""AC_50_CO"": 9, ""AC_50_C_2"": 34, ""AC_60_C"": 18}",-45,-380,-36,9,34,0,50,11,0,0,50,18
262,402.14558864412106,59.84161628120893,1876.9711357336469,187.69711357336467,187.69711357336467,375.39422714672935,0.49,-1705.1115568872037,-3643.690818098507,-5180.857465651647,11219.486208840504,231.63443295540068,-24.13230057767987,52.53029832435817,269.9657324064197,52.53029832435817,-211.82941415104455,402.14558864412106,"{""AC"": -65, ""AC_35_P"": 50, ""AC_40_BP"": -38, ""AC_40_P"": 26, ""AC_45_KO"": -490, ""AC_50_C"": 38, ""AC_50_CO"": 13, ""AC_50_C_2"": 28, ""AC_60_C"": 50}",-65,-490,-38,13,28,0,50,26,0,0,38,50
1166,298.88019913521913,12.310619228095064,1640.659125751491,164.0659125751491,164.0659125751491,328.1318251502982,0.497,-1120.5965383625103,-3278.832206695941,-4796.71313319502,11607.333278636328,186.8205452989681,18.73106454459156,48.757762093268056,201.83389407330634,48.757762093268056,-145.33484803055754,298.88019913521913,"{""AC"": -40, ""AC_35_P"": 50, ""AC_40_BP"": -45, ""AC_40_P"": -1, ""AC_45_KO"": -430, ""AC_50_C"": 50, ""AC_50_CO"": 10, ""AC_50_C_2"": 32, ""AC_60_C"": 13}",-40,-430,-45,10,32,0,50,-1,0,0,50,13
1285,246.180459868958,-63.67032109221845,1285.05219338711,128.50521933871102,128.50521933871102,257.01043867742203,0.523,-899.163258859967,-1631.7090195778635,-2624.728200293845,9837.342800775015,156.2641339829613,21.389645153966256,47.05336137060746,169.09599209128191,47.05336137060746,-107.11557418474476,246.180459868958,"{""AC_35_P"": 39, ""AC_40_BP"": -43, ""AC_45_KO"": -180, ""AC_45_P"": -3, ""AC_50_CO"": 9, ""AC_50_C_2"": 47, ""AC_50_P"": 6, ""AC_50_P_2"": 27}",0,-180,-43,9,47,27,39,0,-3,6,0,0
1325,250.91248200518524,54.24271647584324,1317.9160426753301,131.79160426753302,131.79160426753302,263.58320853506603,0.479,-925.4626573626006,-2935.1658118117507,-4613.533863547555,9461.579305995883,158.36621626892517,19.546817664535098,46.19728126702866,171.69144807017196,46.19728126702866,-112.24478660299792,250.91248200518524,"{""AC"": -35, ""AC_35_P"": 47, ""AC_40_BP"": -34, ""AC_45_KO"": -430, ""AC_45_P"": -9, ""AC_50_C"": 29, ""AC_50_CO"": 6, ""AC_50_C_2"": 44, ""AC_60_C"": 11}",-35,-430,-34,6,44,0,47,0,-9,0,29,11
657,396.4440598187414,159.18793814617956,1857.6432025436561,185.7643202543656,185.7643202543656,371.5286405087312,0.465,-1721.4328829487292,-3472.185976942772,-4986.250900238319,12259.355073255148,224.30077152386843,-33.91416091844093,45.34696724924922,263.9313356077135,45.34696724924922,-219.67848117280653,396.4440598187414,"{""AC"": -55, ""AC_35_P"": 34, ""AC_40_BP"": -9, ""AC_45_KO"": -480, ""AC_50_C"": 23, ""AC_50_CO"": 13, ""AC_50_C_2"": 50, ""AC_50_P_2"": 22, ""AC_60_C"": 47}",-55,-480,-9,13,50,22,34,0,0,0,23,47
1678,312.9048623038642,-10.920401401310642,1656.400364634776,165.6400364634776,165.6400364634776,331.2800729269552,0.503,-1257.5560967182205,-3197.69160158557,-4483.483741829897,12712.818431310758,187.14925263204213,-1.4841618756909156,41.45142956439233,208.61704835208377,41.45142956439233,-167.12419833916852,312.9048623038642,"{""AC"": -55, ""AC_35_P"": 33, ""AC_40_BP"": -37, ""AC_45_KO"": -400, ""AC_50_C"": 50, ""AC_50_CO"": 12, ""AC_50_C_2"": 13, ""AC_50_P_2"": 10, ""AC_60_C"": 39}",-55,-400,-37,12,13,10,33,0,0,0,50,39
