rank,name,parent,families,deterministic_total,delta_vs_safe,delta_vs_attack,min_day_delta_vs_safe,daily_delta_range_vs_safe,deterministic_score,composite_score,day_-2,ash_-2,pepper_-2,trades_-2,day_-1,ash_-1,pepper_-1,trades_-1,day_0,ash_0,pepper_0,trades_0,mc_mean_delta,mc_p10_delta,mc_win_rate,mc_plausible_mean_delta,mc_plausible_p10_delta
12,TradervR1_lab_r11_02_a_quality_guard,TradervR1_47,ash_quality_guard,289784.5,1742.0,-60.0,497.0,226.0,1897.87,2583.6717,96626.5,16982.5,79644.0,827,96739.0,17371.0,79368.0,814,96419.0,17022.0,79397.0,790,1413.1667,645.25,1.0,1413.1667,645.25
13,TradervR1_lab_r11_01_a_quality_guard_p_entry_quality,TradervR1_47,"ash_quality_guard,pepper_entry_quality",290302.0,2259.5,457.5,501.5,438.5,2399.945,2558.9962,96631.0,16994.0,79637.0,830,97157.0,17789.0,79368.0,817,96514.0,17117.0,79397.0,792,905.4167,-1617.5,0.6667,905.4167,-1617.5
14,TradervR1_lab_r15_03_a_quality_guard_a_local_fair_blend,TradervR1_47,"ash_quality_guard,ash_local_fair_blend",290392.0,2349.5,547.5,703.5,168.5,2582.245,2557.6105,96833.0,17189.0,79644.0,689,96991.0,17623.0,79368.0,676,96568.0,17171.0,79397.0,669,588.25,-2065.0,0.8333,588.25,-2065.0
15,TradervR1_lab_r16_01_a_local_fair_blend,TradervR1_47,ash_local_fair_blend,290154.5,2112.0,310.0,547.0,299.0,2279.53,2524.9845,96676.5,17032.5,79644.0,841,97063.0,17695.0,79368.0,810,96415.0,17018.0,79397.0,796,1261.25,-2017.0,0.6667,1261.25,-2017.0
16,TradervR1_lab_r10_03_a_quality_guard_p_entry_quality_cmaes_ash_quality_guard,TradervR1_lab_r10_03_a_quality_guard_p_entry_quality,"ash_quality_guard,cmaes_refine",289838.5,1796.0,-6.0,522.0,224.0,1960.78,2453.4422,96657.5,17013.5,79644.0,830,96739.0,17371.0,79368.0,814,96442.0,17051.0,79391.0,788,1519.9167,-1028.5,0.8333,1519.9167,-1028.5
17,TradervR1_lab_r18_06_a_attack_tuning,TradervR1_lab_r17_01_a_local_fair_blend_a_quality_guard,ash_attack_tuning,289573.0,1530.5,-271.5,237.5,541.5,1570.305,2300.6455,96367.0,16723.0,79644.0,886,96996.0,17628.0,79368.0,874,96210.0,16813.0,79397.0,844,1739.25,194.25,0.8333,1739.25,194.25
18,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard_cmaes_ash_attack_tuning,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard,"ash_attack_tuning,cmaes_refine",290009.5,1967.0,165.0,462.0,368.0,2099.26,2272.9255,96591.5,16955.5,79636.0,820,96892.0,17524.0,79368.0,803,96526.0,17136.0,79390.0,784,1127.75,-2190.0,0.8333,1127.75,-2190.0
19,TradervR1_lab_r13_03_p_carry_defense,TradervR1_47,pepper_carry_defense,289813.5,1771.0,-31.0,461.0,296.0,1908.67,2227.5655,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96453.0,17051.0,79402.0,788,997.75,-763.5,0.8333,997.75,-763.5
20,TradervR1_lab_r10_03_a_quality_guard_p_entry_quality,TradervR1_47,"ash_quality_guard,pepper_entry_quality",289838.5,1796.0,-6.0,522.0,224.0,1960.78,2105.5962,96657.5,17013.5,79644.0,830,96739.0,17371.0,79368.0,814,96442.0,17051.0,79391.0,788,1083.9167,-2225.75,0.6667,1083.9167,-2225.75
21,TradervR1_lab_r08_08_p_carry_defense_a_quality_guard,TradervR1_lab_r07_03_p_carry_defense,"pepper_carry_defense,ash_quality_guard",289835.5,1793.0,-9.0,521.0,229.0,1957.03,2094.2488,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96446.0,17051.0,79395.0,789,385.3333,-324.0,0.8333,385.3333,-324.0
22,TradervR1_lab_r09_07_p_carry_defense_a_quality_guard,TradervR1_lab_r08_08_p_carry_defense_a_quality_guard_best,"pepper_carry_defense,ash_quality_guard",289782.5,1740.0,-62.0,469.0,281.0,1881.67,1945.6222,96650.5,17013.5,79637.0,830,96686.0,17371.0,79315.0,814,96446.0,17051.0,79395.0,788,774.1667,-1928.0,0.8333,774.1667,-1928.0
23,TradervR1_lab_r09_04_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289341.5,1299.0,-503.0,241.0,341.0,1356.07,1940.1233,96370.5,16701.5,79669.0,821,96693.0,17386.0,79307.0,799,96278.0,16867.0,79411.0,785,1219.8333,724.0,1.0,1219.8333,724.0
24,TradervR1_lab_r12_02_a_quality_guard,TradervR1_lab_r11_05_p_carry_defense_p_entry_quality,ash_quality_guard,289776.5,1734.0,-68.0,496.0,220.0,1890.0,1890.0,96625.5,16982.5,79643.0,828,96739.0,17371.0,79368.0,814,96412.0,17022.0,79390.0,790,,,,,
25,TradervR1_lab_r07_03_p_carry_defense,TradervR1_47,pepper_carry_defense,289835.5,1793.0,-9.0,521.0,229.0,1957.03,1757.8055,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96446.0,17051.0,79395.0,789,418.0,-2820.5,0.8333,418.0,-2820.5
26,TradervR1_lab_r02_04_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,289699.5,1657.0,-145.0,364.0,359.0,1755.68,1755.68,96493.5,16849.5,79644.0,790,96940.0,17572.0,79368.0,776,96266.0,16869.0,79397.0,756,,,,,
27,TradervR1_lab_r12_05_p_entry_quality,TradervR1_lab_r11_05_p_carry_defense_p_entry_quality,pepper_entry_quality,289821.5,1779.0,-23.0,520.0,217.0,1943.64,1720.9388,96649.5,17013.5,79636.0,831,96739.0,17371.0,79368.0,814,96433.0,17051.0,79382.0,788,349.3333,-2784.0,0.8333,349.3333,-2784.0
28,TradervR1_lab_r08_05_p_entry_quality_a_attack_tuning,TradervR1_47,"pepper_entry_quality,ash_attack_tuning",289354.5,1312.0,-490.0,325.0,207.0,1409.19,1695.8655,96454.5,16810.5,79644.0,830,96749.0,17381.0,79368.0,809,96151.0,16763.0,79388.0,794,918.0,-503.5,0.8333,918.0,-503.5
29,TradervR1_lab_r18_06_a_attack_tuning_cmaes_ash_attack_tuning,TradervR1_lab_r18_06_a_attack_tuning,"ash_attack_tuning,cmaes_refine",289573.0,1530.5,-271.5,237.5,541.5,1570.305,1663.0462,96367.0,16723.0,79644.0,886,96996.0,17628.0,79368.0,874,96210.0,16813.0,79397.0,844,954.4167,-2076.0,0.6667,954.4167,-2076.0
30,TradervR1_lab_r07_05_a_attack_tuning,TradervR1_lab_r06_02_a_quality_guard_a_local_fair_blend_p_carry_defense,ash_attack_tuning,289568.0,1525.5,-276.5,366.5,227.5,1635.575,1635.575,96496.0,16859.0,79637.0,750,96782.0,17467.0,79315.0,743,96290.0,16895.0,79395.0,715,,,,,
31,TradervR1_lab_r05_07_p_carry_defense_p_entry_quality,TradervR1_47,"pepper_carry_defense,pepper_entry_quality",289781.5,1739.0,-63.0,461.0,289.0,1877.23,1622.7045,96657.5,17013.5,79644.0,830,96678.0,17371.0,79307.0,813,96446.0,17051.0,79395.0,788,342.75,-2928.0,0.6667,342.75,-2928.0
32,TradervR1_lab_r11_03_p_entry_quality_p_carry_defense_a_attack_tuning,TradervR1_lab_r10_04_a_attack_tuning,"pepper_entry_quality,pepper_carry_defense,ash_attack_tuning",289504.0,1461.5,-340.5,446.5,95.5,1610.135,1610.135,96576.0,16933.0,79643.0,798,96759.0,17391.0,79368.0,767,96169.0,16777.0,79392.0,749,,,,,
33,TradervR1_lab_r11_05_p_carry_defense_p_entry_quality,TradervR1_47,"pepper_carry_defense,pepper_entry_quality",289836.5,1794.0,-8.0,522.0,223.0,1958.86,1579.0995,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,127.25,-3238.25,0.6667,127.25,-3238.25
34,TradervR1_lab_r01_08_p_carry_defense_a_quality_guard,TradervR1_47_2,"pepper_carry_defense,ash_quality_guard",289506.5,1464.0,-338.0,270.0,358.0,1529.86,1529.86,96399.5,16763.5,79636.0,824,96845.0,17477.0,79368.0,806,96262.0,16872.0,79390.0,787,,,,,
35,TradervR1_lab_r01_03_p_entry_quality_a_quality_guard,TradervR1_47_2,"pepper_entry_quality,ash_quality_guard",289500.5,1458.0,-344.0,277.0,351.0,1526.87,1526.87,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96249.0,16867.0,79382.0,785,,,,,
36,TradervR1_lab_r18_02_a_quality_guard,TradervR1_lab_r17_08_p_carry_defense_p_entry_quality,ash_quality_guard,289500.5,1458.0,-344.0,277.0,351.0,1526.87,1526.87,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96249.0,16867.0,79382.0,785,,,,,
37,TradervR1_lab_r03_01_a_local_fair_blend,TradervR1_47,ash_local_fair_blend,289117.0,1074.5,-727.5,174.5,329.5,1109.215,1510.9138,96304.0,16660.0,79644.0,873,96613.0,17245.0,79368.0,862,96200.0,16803.0,79397.0,838,1069.8333,20.0,0.8333,1069.8333,20.0
38,TradervR1_lab_r17_01_a_local_fair_blend_a_quality_guard,TradervR1_47,"ash_local_fair_blend,ash_quality_guard",289404.0,1361.5,-440.5,222.5,446.5,1403.655,1509.1655,96352.0,16708.0,79644.0,888,96886.0,17518.0,79368.0,876,96166.0,16769.0,79397.0,845,1335.0,-3017.25,0.8333,1335.0,-3017.25
39,TradervR1_lab_r02_06_p_carry_defense,TradervR1_lab_r01_03_p_entry_quality_a_quality_guard,pepper_carry_defense,289483.5,1441.0,-361.0,270.0,358.0,1506.86,1506.86,96399.5,16763.5,79636.0,824,96845.0,17477.0,79368.0,806,96239.0,16867.0,79372.0,786,,,,,
40,TradervR1_lab_r05_05_a_attack_tuning,TradervR1_47_2,ash_attack_tuning,289445.0,1402.5,-399.5,279.5,285.5,1477.485,1477.485,96409.0,16765.0,79644.0,815,96775.0,17407.0,79368.0,802,96261.0,16864.0,79397.0,782,,,,,
41,TradervR1_lab_r01_05_p_carry_defense,TradervR1_47,pepper_carry_defense,289822.5,1780.0,-22.0,461.0,305.0,1916.95,1468.0572,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96462.0,17051.0,79411.0,788,172.4167,-3894.75,0.8333,172.4167,-3894.75
42,TradervR1_lab_r12_03_a_attack_tuning_p_entry_quality,TradervR1_47_2,"ash_attack_tuning,pepper_entry_quality",289389.0,1346.5,-455.5,295.5,253.5,1429.645,1429.645,96425.0,16781.0,79644.0,817,96766.0,17398.0,79368.0,801,96198.0,16801.0,79397.0,783,,,,,
43,TradervR1_lab_r02_07_a_local_fair_blend_p_entry_quality_a_quality_guard,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality,ash_quality_guard",290129.0,2086.5,284.5,571.5,270.5,2264.885,1402.2333,96701.0,17058.0,79643.0,734,97059.0,17691.0,79368.0,723,96369.0,16972.0,79397.0,701,-1191.4167,-2757.75,0.0,-1191.4167,-2757.75
44,TradervR1_lab_r02_01_a_attack_tuning_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_carry_defense",289323.5,1281.0,-521.0,317.0,195.0,1376.35,1376.35,96446.5,16802.5,79644.0,828,96729.0,17361.0,79368.0,810,96148.0,16751.0,79397.0,786,,,,,
45,TradervR1_lab_r02_08_p_carry_defense,TradervR1_47,pepper_carry_defense,289800.5,1758.0,-44.0,487.0,263.0,1907.41,1376.0212,96650.5,17013.5,79637.0,830,96704.0,17371.0,79333.0,814,96446.0,17051.0,79395.0,788,90.4167,-4195.5,0.6667,90.4167,-4195.5
46,TradervR1_lab_r06_02_a_quality_guard_a_local_fair_blend_p_carry_defense,TradervR1_47_2,"ash_quality_guard,ash_local_fair_blend,pepper_carry_defense",289546.0,1503.5,-298.5,366.5,205.5,1615.335,1369.84,96496.0,16859.0,79637.0,750,96782.0,17467.0,79315.0,743,96268.0,16873.0,79395.0,718,-199.75,-1137.25,0.5,-199.75,-1137.25
47,TradervR1_lab_r11_04_p_entry_quality,TradervR1_47_2,pepper_entry_quality,289363.5,1321.0,-481.0,216.0,352.0,1368.44,1368.44,96345.5,16701.5,79644.0,821,96754.0,17386.0,79368.0,800,96264.0,16867.0,79397.0,786,,,,,
48,TradervR1_lab_r17_08_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289347.5,1305.0,-497.0,215.0,338.0,1353.21,1353.21,96344.5,16701.5,79643.0,822,96754.0,17386.0,79368.0,800,96249.0,16867.0,79382.0,785,,,,,
49,TradervR1_lab_r18_04_a_attack_tuning_a_quality_guard,TradervR1_lab_r17_01_a_local_fair_blend_a_quality_guard,"ash_attack_tuning,ash_quality_guard",289334.0,1291.5,-510.5,245.5,326.5,1351.305,1351.305,96375.0,16731.0,79644.0,884,96789.0,17421.0,79368.0,874,96170.0,16773.0,79397.0,844,,,,,
50,TradervR1_lab_r09_03_a_attack_tuning_a_quality_guard,TradervR1_47,"ash_attack_tuning,ash_quality_guard",289305.5,1263.0,-539.0,253.0,339.0,1324.43,1324.43,96382.5,16738.5,79644.0,834,96809.0,17441.0,79368.0,824,96114.0,16717.0,79397.0,798,,,,,
51,TradervR1_lab_r06_04_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289311.5,1269.0,-533.0,216.0,352.0,1316.44,1316.44,96345.5,16701.5,79644.0,821,96702.0,17386.0,79316.0,800,96264.0,16867.0,79397.0,785,,,,,
52,TradervR1_lab_r05_02_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289293.5,1251.0,-551.0,209.0,357.0,1295.59,1295.59,96338.5,16701.5,79637.0,821,96693.0,17386.0,79307.0,799,96262.0,16867.0,79395.0,785,,,,,
53,TradervR1_lab_r05_06_a_attack_tuning_p_entry_quality_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_entry_quality,pepper_carry_defense",289206.5,1164.0,-638.0,364.0,59.0,1286.68,1286.68,96493.5,16839.5,79654.0,832,96594.0,17269.0,79325.0,815,96119.0,16709.0,79410.0,793,,,,,
54,TradervR1_lab_r06_05_a_quality_guard_a_local_fair_blend,TradervR1_47,"ash_quality_guard,ash_local_fair_blend",289258.5,1216.0,-586.0,254.0,250.0,1284.9,1284.9,96383.5,16739.5,79644.0,861,96721.0,17353.0,79368.0,834,96154.0,16757.0,79397.0,821,,,,,
55,TradervR1_lab_r05_01_p_carry_defense,TradervR1_47,pepper_carry_defense,289832.5,1790.0,-12.0,479.0,287.0,1934.69,1279.1195,96674.5,17013.5,79661.0,830,96696.0,17371.0,79325.0,814,96462.0,17051.0,79411.0,789,-171.75,-4351.75,0.6667,-171.75,-4351.75
56,TradervR1_lab_r13_08_a_local_fair_blend,TradervR1_34_1,ash_local_fair_blend,288674.0,631.5,-1170.5,177.0,50.5,689.41,1270.2705,96357.0,16713.0,79644.0,669,96444.0,17076.0,79368.0,658,95873.0,16476.0,79397.0,632,1504.75,310.25,0.8333,1504.75,310.25
57,TradervR1_lab_r09_05_a_local_fair_blend,TradervR1_lab_r08_05_p_entry_quality_a_attack_tuning,ash_local_fair_blend,290063.5,2021.0,219.0,568.0,160.0,2207.0,1247.2345,96697.5,17053.5,79644.0,803,96945.0,17577.0,79368.0,779,96421.0,17033.0,79388.0,757,-401.5,-5875.0,0.6667,-401.5,-5875.0
58,TradervR1_lab_r10_04_a_attack_tuning,TradervR1_lab_r09_05_a_local_fair_blend,ash_attack_tuning,289484.5,1442.0,-360.0,350.0,203.0,1548.26,1222.7028,96479.5,16835.5,79644.0,799,96756.0,17388.0,79368.0,774,96249.0,16861.0,79388.0,760,342.0833,-3263.75,0.6667,342.0833,-3263.75
59,TradervR1_lab_r16_08_p_carry_defense,TradervR1_47,pepper_carry_defense,289836.5,1794.0,-8.0,522.0,223.0,1958.86,1199.8712,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,-261.0833,-4837.5,0.6667,-261.0833,-4837.5
60,TradervR1_lab_r01_06_p_entry_quality,TradervR1_47,pepper_entry_quality,289830.5,1788.0,-14.0,521.0,224.0,1952.43,1188.6645,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,-270.25,-4842.0,0.6667,-270.25,-4842.0
61,TradervR1_lab_r01_01_a_local_fair_blend,TradervR1_39_4,ash_local_fair_blend,289132.5,1090.0,-712.0,275.0,213.0,1169.21,1169.21,96404.5,16760.5,79644.0,577,96705.0,17342.0,79363.0,578,96023.0,16626.0,79397.0,560,,,,,
62,TradervR1_lab_r06_02_a_quality_guard_a_local_fair_blend_p_carry_defense_cmaes_ash_quality_guard,TradervR1_lab_r06_02_a_quality_guard_a_local_fair_blend_p_carry_defense,"ash_quality_guard,cmaes_refine",289546.0,1503.5,-298.5,366.5,205.5,1615.335,1128.545,96496.0,16859.0,79637.0,750,96782.0,17467.0,79315.0,743,96268.0,16873.0,79395.0,718,-430.5,-2201.5,0.5,-430.5,-2201.5
63,TradervR1_lab_r17_06_a_local_fair_blend,TradervR1_lab_r16_03_a_local_fair_blend,ash_local_fair_blend,289092.5,1050.0,-752.0,245.0,176.0,1121.67,1121.67,96374.5,16730.5,79644.0,761,96601.0,17233.0,79368.0,739,96117.0,16720.0,79397.0,720,,,,,
64,TradervR1_lab_r12_06_a_local_fair_blend_p_entry_quality,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality",289042.5,1000.0,-802.0,301.0,77.0,1099.19,1099.19,96507.5,16864.5,79643.0,763,96518.0,17150.0,79368.0,738,96017.0,16620.0,79397.0,719,,,,,
65,TradervR1_lab_r18_08_a_quality_guard,TradervR1_47,ash_quality_guard,290021.5,1979.0,177.0,441.0,339.0,2106.23,1007.0612,96570.5,16926.5,79644.0,829,96975.0,17607.0,79368.0,811,96476.0,17079.0,79397.0,791,-363.0833,-6980.5,0.6667,-363.0833,-6980.5
66,TradervR1_lab_r18_05_p_carry_defense,TradervR1_47,pepper_carry_defense,289781.5,1739.0,-63.0,461.0,289.0,1877.23,991.4228,96657.5,17013.5,79644.0,830,96678.0,17371.0,79307.0,813,96446.0,17051.0,79395.0,788,-448.9167,-5175.25,0.6667,-448.9167,-5175.25
67,TradervR1_lab_r10_06_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289343.5,1301.0,-501.0,202.0,357.0,1343.14,907.0995,96331.5,16701.5,79630.0,821,96757.0,17386.0,79371.0,800,96255.0,16867.0,79388.0,786,-26.5,-2919.25,0.6667,-26.5,-2919.25
68,TradervR1_lab_r13_04_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289295.5,1253.0,-549.0,216.0,345.0,1301.0,902.0872,96345.5,16701.5,79644.0,821,96693.0,17386.0,79307.0,800,96257.0,16867.0,79390.0,786,17.4167,-2793.75,0.8333,17.4167,-2793.75
69,TradervR1_lab_r01_04_p_carry_defense,TradervR1_47,pepper_carry_defense,289833.5,1791.0,-11.0,521.0,227.0,1955.19,757.0778,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96444.0,17051.0,79393.0,789,-893.6667,-6165.0,0.6667,-893.6667,-6165.0
70,TradervR1_lab_r16_03_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,288974.0,931.5,-870.5,291.0,50.0,1029.35,732.5922,96429.0,16785.0,79644.0,813,96508.0,17140.0,79368.0,796,96037.0,16640.0,79397.0,772,-29.0833,-1747.5,0.8333,-29.0833,-1747.5
71,TradervR1_lab_r09_08_a_local_fair_blend_p_entry_quality,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality",288793.5,751.0,-1051.0,7.0,405.0,721.05,721.05,96136.5,16492.5,79644.0,846,96629.0,17261.0,79368.0,840,96028.0,16640.0,79388.0,812,,,,,
72,TradervR1_lab_r04_07_a_quality_guard,TradervR1_lab_r03_01_a_local_fair_blend,ash_quality_guard,289082.0,1039.5,-762.5,174.5,294.5,1077.015,663.8388,96304.0,16660.0,79644.0,873,96613.0,17245.0,79368.0,862,96165.0,16768.0,79397.0,838,454.0833,-4021.25,0.8333,454.0833,-4021.25
73,TradervR1_lab_r18_07_a_attack_tuning_a_local_fair_blend,TradervR1_34_1,"ash_attack_tuning,ash_local_fair_blend",288658.0,615.5,-1186.5,98.5,257.5,629.375,629.375,96228.0,16584.0,79644.0,638,96573.0,17205.0,79368.0,636,95857.0,16460.0,79397.0,615,,,,,
74,TradervR1_lab_r03_04_a_attack_tuning_a_quality_guard_p_entry_quality,TradervR1_lab_r02_06_p_carry_defense,"ash_attack_tuning,ash_quality_guard,pepper_entry_quality",288670.0,627.5,-1174.5,21.5,335.5,608.185,608.185,96151.0,16515.0,79636.0,817,96574.0,17206.0,79368.0,803,95945.0,16555.0,79390.0,788,,,,,
75,TradervR1_lab_r04_06_a_attack_tuning,TradervR1_lab_r03_04_a_attack_tuning_a_quality_guard_p_entry_quality,ash_attack_tuning,288680.0,637.5,-1164.5,-20.5,352.5,602.125,602.125,96109.0,16473.0,79636.0,820,96549.0,17181.0,79368.0,798,96022.0,16632.0,79390.0,790,,,,,
76,TradervR1_lab_r04_02_a_attack_tuning,TradervR1_lab_r03_01_a_local_fair_blend,ash_attack_tuning,288813.0,770.5,-1031.5,142.5,184.5,805.615,592.5772,96272.0,16628.0,79644.0,874,96518.0,17150.0,79368.0,865,96023.0,16626.0,79397.0,835,558.9167,-2737.5,0.8333,558.9167,-2737.5
77,TradervR1_lab_r10_02_a_local_fair_blend,TradervR1_42_O2_1,ash_local_fair_blend,288523.0,480.5,-1321.5,100.5,114.5,506.515,506.515,96230.0,16586.0,79644.0,627,96382.0,17014.0,79368.0,617,95911.0,16514.0,79397.0,608,,,,,
78,TradervR1_lab_r08_08_p_carry_defense_a_quality_guard_cmaes_pepper_carry_defense,TradervR1_lab_r08_08_p_carry_defense_a_quality_guard,"pepper_carry_defense,cmaes_refine",289835.5,1793.0,-9.0,521.0,229.0,1957.03,490.5695,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96446.0,17051.0,79395.0,789,-1613.5,-6026.25,0.6667,-1613.5,-6026.25
79,TradervR1_lab_r02_05_a_local_fair_blend,TradervR1_42_O2_1,ash_local_fair_blend,288446.0,403.5,-1398.5,-36.5,284.5,367.965,367.965,96093.0,16449.0,79644.0,704,96409.0,17041.0,79368.0,687,95944.0,16547.0,79397.0,669,,,,,
80,TradervR1_lab_r17_07_a_quality_guard,TradervR1_lab_r16_01_a_local_fair_blend_best,ash_quality_guard,290150.5,2108.0,306.0,547.0,295.0,2275.85,268.5738,96676.5,17032.5,79644.0,841,97059.0,17691.0,79368.0,810,96415.0,17018.0,79397.0,796,-2458.6667,-7396.25,0.3333,-2458.6667,-7396.25
81,TradervR1_lab_r10_07_a_local_fair_blend,TradervR1_lab_r09_04_p_carry_defense,ash_local_fair_blend,288343.5,301.0,-1501.0,-61.0,244.0,260.13,260.13,96068.5,16399.5,79669.0,889,96400.0,17093.0,79307.0,891,95875.0,16464.0,79411.0,851,,,,,
