rank,name,parent,families,deterministic_total,delta_vs_safe,delta_vs_attack,min_day_delta_vs_safe,daily_delta_range_vs_safe,deterministic_score,composite_score,day_-2,ash_-2,pepper_-2,trades_-2,day_-1,ash_-1,pepper_-1,trades_-1,day_0,ash_0,pepper_0,trades_0,mc_mean_delta,mc_p10_delta,mc_win_rate,mc_plausible_mean_delta,mc_plausible_p10_delta
19,TradervR1_lab_r16_08_p_carry_defense,TradervR1_47,pepper_carry_defense,289836.5,1794.0,-8.0,522.0,223.0,1958.86,2118.3272,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,762.6667,-1243.75,0.8333,762.6667,-1243.75
20,TradervR1_lab_r10_06_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289343.5,1301.0,-501.0,202.0,357.0,1343.14,2063.6267,96331.5,16701.5,79630.0,821,96757.0,17386.0,79371.0,800,96255.0,16867.0,79388.0,786,1546.1667,765.0,1.0,1546.1667,765.0
21,TradervR1_lab_r18_05_a_local_fair_blend_p_carry_defense,TradervR1_47_2,"ash_local_fair_blend,pepper_carry_defense",289988.0,1945.5,143.5,370.5,441.5,2039.855,2014.0938,96500.0,16863.0,79637.0,810,97029.0,17661.0,79368.0,790,96459.0,17062.0,79397.0,780,772.3333,-2599.0,0.8333,772.3333,-2599.0
22,TradervR1_lab_r12_07_a_local_fair_blend_a_attack_tuning,TradervR1_47_2,"ash_local_fair_blend,ash_attack_tuning",289878.0,1835.5,33.5,417.5,342.5,1954.225,1891.6105,96547.0,16903.0,79644.0,790,96977.0,17609.0,79368.0,772,96354.0,16957.0,79397.0,755,611.25,-2402.0,0.8333,611.25,-2402.0
23,TradervR1_lab_r15_03_a_quality_guard_a_local_fair_blend,TradervR1_47,"ash_quality_guard,ash_local_fair_blend",290392.0,2349.5,547.5,703.5,168.5,2582.245,1849.2628,96833.0,17189.0,79644.0,689,96991.0,17623.0,79368.0,676,96568.0,17171.0,79397.0,669,-279.9167,-4602.5,0.6667,-279.9167,-4602.5
24,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,TradervR1_lab_r02_04_a_local_fair_blend,"ash_local_fair_blend,pepper_entry_quality",289492.5,1450.0,-352.0,303.0,307.0,1531.49,1787.4072,96432.5,16795.5,79637.0,809,96754.0,17386.0,79368.0,799,96306.0,16911.0,79395.0,773,909.6667,-778.25,0.8333,909.6667,-778.25
25,TradervR1_lab_r13_03_p_carry_defense,TradervR1_47,pepper_carry_defense,289813.5,1771.0,-31.0,461.0,296.0,1908.67,1782.5905,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96453.0,17051.0,79402.0,788,505.25,-2534.75,0.8333,505.25,-2534.75
26,TradervR1_lab_r02_04_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,289699.5,1657.0,-145.0,364.0,359.0,1755.68,1755.68,96493.5,16849.5,79644.0,790,96940.0,17572.0,79368.0,776,96266.0,16869.0,79397.0,756,,,,,
27,TradervR1_lab_r12_08_p_entry_quality,TradervR1_lab_r11_05_p_carry_defense_p_entry_quality,pepper_entry_quality,289837.5,1795.0,-7.0,522.0,224.0,1959.78,1614.8495,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96442.0,17051.0,79391.0,788,155.5,-3070.75,0.6667,155.5,-3070.75
28,TradervR1_lab_r02_08_p_carry_defense,TradervR1_47,pepper_carry_defense,289800.5,1758.0,-44.0,487.0,263.0,1907.41,1612.6872,96650.5,17013.5,79637.0,830,96704.0,17371.0,79333.0,814,96446.0,17051.0,79395.0,788,322.6667,-3210.25,0.8333,322.6667,-3210.25
29,TradervR1_lab_r10_03_a_quality_guard_p_entry_quality,TradervR1_47,"ash_quality_guard,pepper_entry_quality",289838.5,1796.0,-6.0,522.0,224.0,1960.78,1542.4745,96657.5,17013.5,79644.0,830,96739.0,17371.0,79368.0,814,96442.0,17051.0,79391.0,788,428.0,-4374.0,0.6667,428.0,-4374.0
30,TradervR1_lab_r11_03_p_entry_quality_p_carry_defense_a_attack_tuning,TradervR1_lab_r10_06_p_carry_defense_best,"pepper_entry_quality,pepper_carry_defense,ash_attack_tuning",289506.0,1463.5,-338.5,277.5,332.5,1534.025,1534.025,96407.0,16781.0,79626.0,818,96793.0,17441.0,79352.0,806,96306.0,16925.0,79381.0,783,,,,,
31,TradervR1_lab_r01_08_p_carry_defense_a_quality_guard,TradervR1_47_2,"pepper_carry_defense,ash_quality_guard",289506.5,1464.0,-338.0,270.0,358.0,1529.86,1529.86,96399.5,16763.5,79636.0,824,96845.0,17477.0,79368.0,806,96262.0,16872.0,79390.0,787,,,,,
32,TradervR1_lab_r10_06_p_carry_defense_cmaes_pepper_carry_defense,TradervR1_lab_r10_06_p_carry_defense,"pepper_carry_defense,cmaes_refine",289343.5,1301.0,-501.0,202.0,357.0,1343.14,1529.4122,96331.5,16701.5,79630.0,821,96757.0,17386.0,79371.0,800,96255.0,16867.0,79388.0,786,644.1667,-432.0,0.8333,644.1667,-432.0
33,TradervR1_lab_r01_03_p_entry_quality_a_quality_guard,TradervR1_47_2,"pepper_entry_quality,ash_quality_guard",289500.5,1458.0,-344.0,277.0,351.0,1526.87,1526.87,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96249.0,16867.0,79382.0,785,,,,,
34,TradervR1_lab_r08_08_p_carry_defense_a_quality_guard_cmaes_pepper_carry_defense,TradervR1_lab_r08_08_p_carry_defense_a_quality_guard,"pepper_carry_defense,cmaes_refine",289835.5,1793.0,-9.0,521.0,229.0,1957.03,1507.7228,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96446.0,17051.0,79395.0,789,-398.1667,-2233.25,0.6667,-398.1667,-2233.25
35,TradervR1_lab_r02_06_p_carry_defense,TradervR1_lab_r01_03_p_entry_quality_a_quality_guard,pepper_carry_defense,289483.5,1441.0,-361.0,270.0,358.0,1506.86,1506.86,96399.5,16763.5,79636.0,824,96845.0,17477.0,79368.0,806,96239.0,16867.0,79372.0,786,,,,,
36,TradervR1_lab_r12_07_a_local_fair_blend_a_attack_tuning_cmaes_ash_local_fair_blend,TradervR1_lab_r12_07_a_local_fair_blend_a_attack_tuning,"ash_local_fair_blend,cmaes_refine",289878.0,1835.5,33.5,417.5,342.5,1954.225,1489.0855,96547.0,16903.0,79644.0,790,96977.0,17609.0,79368.0,772,96354.0,16957.0,79397.0,755,106.75,-3835.75,0.8333,106.75,-3835.75
37,TradervR1_lab_r05_05_a_attack_tuning,TradervR1_47_2,ash_attack_tuning,289445.0,1402.5,-399.5,279.5,285.5,1477.485,1477.485,96409.0,16765.0,79644.0,815,96775.0,17407.0,79368.0,802,96261.0,16864.0,79397.0,782,,,,,
38,TradervR1_lab_r07_03_p_carry_defense,TradervR1_47,pepper_carry_defense,289835.5,1793.0,-9.0,521.0,229.0,1957.03,1403.1912,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96446.0,17051.0,79395.0,789,-82.0833,-3883.0,0.6667,-82.0833,-3883.0
39,TradervR1_lab_r02_01_a_attack_tuning_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_carry_defense",289323.5,1281.0,-521.0,317.0,195.0,1376.35,1376.35,96446.5,16802.5,79644.0,828,96729.0,17361.0,79368.0,810,96148.0,16751.0,79397.0,786,,,,,
40,TradervR1_lab_r11_04_p_entry_quality,TradervR1_47_2,pepper_entry_quality,289363.5,1321.0,-481.0,216.0,352.0,1368.44,1368.44,96345.5,16701.5,79644.0,821,96754.0,17386.0,79368.0,800,96264.0,16867.0,79397.0,786,,,,,
41,TradervR1_lab_r12_05_p_entry_quality,TradervR1_lab_r11_04_p_entry_quality,pepper_entry_quality,289354.5,1312.0,-490.0,209.0,357.0,1356.59,1356.59,96338.5,16701.5,79637.0,821,96754.0,17386.0,79368.0,800,96262.0,16867.0,79395.0,786,,,,,
42,TradervR1_lab_r09_03_a_attack_tuning_a_quality_guard,TradervR1_47,"ash_attack_tuning,ash_quality_guard",289305.5,1263.0,-539.0,253.0,339.0,1324.43,1324.43,96382.5,16738.5,79644.0,834,96809.0,17441.0,79368.0,824,96114.0,16717.0,79397.0,798,,,,,
43,TradervR1_lab_r06_04_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289311.5,1269.0,-533.0,216.0,352.0,1316.44,1316.44,96345.5,16701.5,79644.0,821,96702.0,17386.0,79316.0,800,96264.0,16867.0,79397.0,785,,,,,
44,TradervR1_lab_r05_02_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289293.5,1251.0,-551.0,209.0,357.0,1295.59,1295.59,96338.5,16701.5,79637.0,821,96693.0,17386.0,79307.0,799,96262.0,16867.0,79395.0,785,,,,,
45,TradervR1_lab_r05_06_a_attack_tuning_p_entry_quality_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_entry_quality,pepper_carry_defense",289206.5,1164.0,-638.0,364.0,59.0,1286.68,1286.68,96493.5,16839.5,79654.0,832,96594.0,17269.0,79325.0,815,96119.0,16709.0,79410.0,793,,,,,
46,TradervR1_lab_r06_05_a_quality_guard_a_local_fair_blend,TradervR1_47,"ash_quality_guard,ash_local_fair_blend",289258.5,1216.0,-586.0,254.0,250.0,1284.9,1284.9,96383.5,16739.5,79644.0,861,96721.0,17353.0,79368.0,834,96154.0,16757.0,79397.0,821,,,,,
47,TradervR1_lab_r01_01_a_local_fair_blend,TradervR1_39_4,ash_local_fair_blend,289132.5,1090.0,-712.0,275.0,213.0,1169.21,1169.21,96404.5,16760.5,79644.0,577,96705.0,17342.0,79363.0,578,96023.0,16626.0,79397.0,560,,,,,
48,TradervR1_lab_r12_02_a_quality_guard,TradervR1_lab_r11_04_p_entry_quality,ash_quality_guard,289178.0,1135.5,-666.5,140.5,389.5,1153.515,1153.515,96270.0,16626.0,79644.0,818,96682.0,17314.0,79368.0,798,96226.0,16829.0,79397.0,782,,,,,
49,TradervR1_lab_r04_06_a_attack_tuning,TradervR1_lab_r03_01_a_local_fair_blend,ash_attack_tuning,289145.5,1103.0,-699.0,188.0,319.0,1143.28,1143.28,96317.5,16673.5,79644.0,875,96625.0,17257.0,79368.0,862,96203.0,16806.0,79397.0,834,,,,,
50,TradervR1_lab_r01_04_p_carry_defense,TradervR1_47,pepper_carry_defense,289833.5,1791.0,-11.0,521.0,227.0,1955.19,1131.6895,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96444.0,17051.0,79393.0,789,-416.25,-4853.25,0.6667,-416.25,-4853.25
51,TradervR1_lab_r06_03_a_attack_tuning,TradervR1_lab_r05_02_p_carry_defense,ash_attack_tuning,289312.0,1269.5,-532.5,288.5,222.5,1352.675,1125.6022,96418.0,16781.0,79637.0,817,96687.0,17380.0,79307.0,800,96207.0,16812.0,79395.0,782,234.4167,-2195.75,0.8333,234.4167,-2195.75
52,TradervR1_lab_r17_06_a_local_fair_blend,TradervR1_lab_r16_03_a_local_fair_blend,ash_local_fair_blend,289092.5,1050.0,-752.0,245.0,176.0,1121.67,1121.67,96374.5,16730.5,79644.0,761,96601.0,17233.0,79368.0,739,96117.0,16720.0,79397.0,720,,,,,
53,TradervR1_lab_r03_01_a_local_fair_blend,TradervR1_47,ash_local_fair_blend,289117.0,1074.5,-727.5,174.5,329.5,1109.215,1109.215,96304.0,16660.0,79644.0,873,96613.0,17245.0,79368.0,862,96200.0,16803.0,79397.0,838,,,,,
54,TradervR1_lab_r04_02_a_attack_tuning,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,ash_attack_tuning,289209.0,1166.5,-635.5,156.5,450.5,1185.235,1102.3238,96286.0,16649.0,79637.0,812,96824.0,17456.0,79368.0,792,96099.0,16704.0,79395.0,779,440.3333,-1695.5,0.8333,440.3333,-1695.5
55,TradervR1_lab_r12_06_a_local_fair_blend_p_entry_quality,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality",289042.5,1000.0,-802.0,301.0,77.0,1099.19,1099.19,96507.5,16864.5,79643.0,763,96518.0,17150.0,79368.0,738,96017.0,16620.0,79397.0,719,,,,,
56,TradervR1_lab_r07_05_a_attack_tuning,TradervR1_lab_r06_04_p_carry_defense_p_entry_quality,ash_attack_tuning,289075.5,1033.0,-769.0,205.0,210.0,1087.95,1087.95,96334.5,16690.5,79644.0,821,96630.0,17314.0,79316.0,800,96111.0,16714.0,79397.0,782,,,,,
57,TradervR1_lab_r04_07_a_quality_guard,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,ash_quality_guard,289464.5,1422.0,-380.0,304.0,281.0,1505.92,984.3288,96433.5,16796.5,79637.0,809,96750.0,17382.0,79368.0,799,96281.0,16886.0,79395.0,773,82.8333,-3953.5,0.8333,82.8333,-3953.5
58,TradervR1_lab_r18_02_a_attack_tuning,TradervR1_lab_r17_05_p_entry_quality,ash_attack_tuning,288981.5,939.0,-863.0,172.0,212.0,982.24,982.24,96301.5,16657.5,79644.0,816,96600.0,17232.0,79368.0,797,96080.0,16690.0,79390.0,786,,,,,
59,TradervR1_lab_r16_03_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,288974.0,931.5,-870.5,291.0,50.0,1029.35,923.8005,96429.0,16785.0,79644.0,813,96508.0,17140.0,79368.0,796,96037.0,16640.0,79397.0,772,226.25,-1111.25,0.8333,226.25,-1111.25
60,TradervR1_lab_r09_07_p_carry_defense_a_quality_guard,TradervR1_lab_r08_05_p_entry_quality_a_attack_tuning,"pepper_carry_defense,ash_quality_guard",289479.5,1437.0,-365.0,372.0,231.0,1548.72,920.4478,96501.5,16857.5,79644.0,831,96820.0,17513.0,79307.0,814,96158.0,16763.0,79395.0,793,155.8333,-4891.0,0.6667,155.8333,-4891.0
61,TradervR1_lab_r05_01_p_carry_defense,TradervR1_47,pepper_carry_defense,289832.5,1790.0,-12.0,479.0,287.0,1934.69,886.6712,96674.5,17013.5,79661.0,830,96696.0,17371.0,79325.0,814,96462.0,17051.0,79411.0,789,-742.5833,-5524.0,0.6667,-742.5833,-5524.0
62,TradervR1_lab_r17_01_a_local_fair_blend_a_quality_guard,TradervR1_47,"ash_local_fair_blend,ash_quality_guard",289404.0,1361.5,-440.5,222.5,446.5,1403.655,835.6312,96352.0,16708.0,79644.0,888,96886.0,17518.0,79368.0,876,96166.0,16769.0,79397.0,845,110.4167,-4287.75,0.6667,110.4167,-4287.75
63,TradervR1_lab_r08_05_p_entry_quality_a_attack_tuning,TradervR1_47,"pepper_entry_quality,ash_attack_tuning",289354.5,1312.0,-490.0,325.0,207.0,1409.19,809.5028,96454.5,16810.5,79644.0,830,96749.0,17381.0,79368.0,809,96151.0,16763.0,79388.0,794,-110.9167,-3853.25,0.6667,-110.9167,-3853.25
64,TradervR1_lab_r11_02_a_quality_guard,TradervR1_47,ash_quality_guard,289784.5,1742.0,-60.0,497.0,226.0,1897.87,780.5312,96626.5,16982.5,79644.0,827,96739.0,17371.0,79368.0,814,96419.0,17022.0,79397.0,790,-1099.8333,-4971.0,0.6667,-1099.8333,-4971.0
65,TradervR1_lab_r09_08_a_local_fair_blend_p_entry_quality,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality",288793.5,751.0,-1051.0,7.0,405.0,721.05,721.05,96136.5,16492.5,79644.0,846,96629.0,17261.0,79368.0,840,96028.0,16640.0,79388.0,812,,,,,
66,TradervR1_lab_r01_05_p_carry_defense,TradervR1_47,pepper_carry_defense,289822.5,1780.0,-22.0,461.0,305.0,1916.95,704.0255,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96462.0,17051.0,79411.0,788,-889.0,-6319.5,0.8333,-889.0,-6319.5
67,TradervR1_lab_r03_04_a_attack_tuning_a_quality_guard_p_entry_quality,TradervR1_lab_r02_08_p_carry_defense,"ash_attack_tuning,ash_quality_guard,pepper_entry_quality",289126.0,1083.5,-718.5,347.5,35.5,1202.285,621.9388,96477.0,16840.0,79637.0,828,96570.0,17263.0,79307.0,814,96079.0,16684.0,79395.0,793,-18.6667,-3889.75,0.8333,-18.6667,-3889.75
68,TradervR1_lab_r13_08_a_local_fair_blend,TradervR1_34_1,ash_local_fair_blend,288674.0,631.5,-1170.5,177.0,50.5,689.41,591.6088,96357.0,16713.0,79644.0,669,96444.0,17076.0,79368.0,658,95873.0,16476.0,79397.0,632,537.5833,-1774.0,0.8333,537.5833,-1774.0
69,TradervR1_lab_r10_04_a_attack_tuning,TradervR1_lab_r09_08_a_local_fair_blend_p_entry_quality,ash_attack_tuning,288632.5,590.0,-1212.0,32.0,279.0,578.88,578.88,96161.5,16517.5,79644.0,842,96528.0,17160.0,79368.0,841,95943.0,16555.0,79388.0,815,,,,,
70,TradervR1_lab_r01_06_p_entry_quality,TradervR1_47,pepper_entry_quality,289830.5,1788.0,-14.0,521.0,224.0,1952.43,544.8078,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,-1099.9167,-7070.5,0.6667,-1099.9167,-7070.5
71,TradervR1_lab_r05_07_p_carry_defense_p_entry_quality,TradervR1_47,"pepper_carry_defense,pepper_entry_quality",289781.5,1739.0,-63.0,461.0,289.0,1877.23,511.1545,96657.5,17013.5,79644.0,830,96678.0,17371.0,79307.0,813,96446.0,17051.0,79395.0,788,-1058.0,-6865.5,0.6667,-1058.0,-6865.5
72,TradervR1_lab_r10_02_a_local_fair_blend,TradervR1_42_O2_1,ash_local_fair_blend,288523.0,480.5,-1321.5,100.5,114.5,506.515,506.515,96230.0,16586.0,79644.0,627,96382.0,17014.0,79368.0,617,95911.0,16514.0,79397.0,608,,,,,
73,TradervR1_lab_r02_07_a_local_fair_blend_p_entry_quality_a_quality_guard,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality,ash_quality_guard",290129.0,2086.5,284.5,571.5,270.5,2264.885,449.75,96701.0,17058.0,79643.0,734,97059.0,17691.0,79368.0,723,96369.0,16972.0,79397.0,701,-2537.5,-5715.25,0.0,-2537.5,-5715.25
74,TradervR1_lab_r15_01_a_attack_tuning_p_carry_defense,TradervR1_47_2,"ash_attack_tuning,pepper_carry_defense",288608.0,565.5,-1236.5,18.5,298.5,548.095,445.7828,96148.0,16512.0,79636.0,824,96534.0,17166.0,79368.0,801,95926.0,16544.0,79382.0,789,254.8333,-919.0,0.6667,254.8333,-919.0
75,TradervR1_lab_r14_05_a_local_fair_blend,TradervR1_42_P1_1,ash_local_fair_blend,288252.0,209.5,-1592.5,-28.5,148.5,187.645,417.8772,96101.0,16457.0,79644.0,688,96335.0,16972.0,79363.0,666,95816.0,16419.0,79397.0,653,910.4167,-255.0,0.8333,910.4167,-255.0
76,TradervR1_lab_r06_03_a_attack_tuning_cmaes_ash_attack_tuning,TradervR1_lab_r06_03_a_attack_tuning,"ash_attack_tuning,cmaes_refine",289409.0,1366.5,-435.5,322.5,220.5,1461.735,412.2478,96452.0,16815.0,79637.0,816,96718.0,17411.0,79307.0,806,96239.0,16844.0,79395.0,780,-810.9167,-5097.25,0.6667,-810.9167,-5097.25
77,TradervR1_lab_r02_05_a_local_fair_blend,TradervR1_42_O2_1,ash_local_fair_blend,288446.0,403.5,-1398.5,-36.5,284.5,367.965,367.965,96093.0,16449.0,79644.0,704,96409.0,17041.0,79368.0,687,95944.0,16547.0,79397.0,669,,,,,
78,TradervR1_lab_r03_02_a_local_fair_blend,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard,ash_local_fair_blend,288424.0,381.5,-1420.5,-118.5,392.5,308.625,308.625,96011.0,16375.0,79636.0,914,96443.0,17075.0,79368.0,904,95970.0,16580.0,79390.0,871,,,,,
79,TradervR1_lab_r02_02_a_local_fair_blend,TradervR1_lab_r01_04_p_carry_defense,ash_local_fair_blend,288264.0,221.5,-1580.5,-6.5,164.5,206.065,206.065,96123.0,16486.0,79637.0,825,96287.0,16919.0,79368.0,810,95854.0,16461.0,79393.0,773,,,,,
80,TradervR1_lab_r10_08_a_local_fair_blend,TradervR1_39_4,ash_local_fair_blend,288332.0,289.5,-1512.5,-204.5,455.5,181.485,181.485,95925.0,16281.0,79644.0,707,96460.0,17097.0,79363.0,689,95947.0,16550.0,79397.0,668,,,,,
81,TradervR1_lab_r16_05_a_local_fair_blend,TradervR1_34_1,ash_local_fair_blend,288201.5,159.0,-1643.0,-75.0,240.0,113.55,113.55,96054.5,16410.5,79644.0,729,96382.0,17014.0,79368.0,708,95765.0,16368.0,79397.0,693,,,,,
82,TradervR1_lab_r06_02_a_quality_guard_a_local_fair_blend_p_carry_defense,TradervR1_47_2,"ash_quality_guard,ash_local_fair_blend,pepper_carry_defense",289546.0,1503.5,-298.5,366.5,205.5,1615.335,82.7712,96496.0,16859.0,79637.0,750,96782.0,17467.0,79315.0,743,96268.0,16873.0,79395.0,718,-1690.5833,-6112.75,0.6667,-1690.5833,-6112.75
