run_id,mean,median,std,score_std_100,score_std_100_sims,mean_ci95_100_sims,p_loss,p05,p01,worst,best,score_p05_10,score_p05_25,score,positions
1,-167.8531596934246,-81.4783453640457,1570.006476166797,157.00064761667971,157.00064761667971,314.00129523335943,0.52965,-2641.1297379650528,-6174.536467320729,-29988.87399701098,1435.0,-431.9661334899299,-828.1355941846878,-642.5229441965224,"{""AC_40_BP"": -50, ""AC_45_KO"": -500, ""AC_50_CO"": -50}"
