timestamp;total;ASH_COATED_OSMIUM;INTARIAN_PEPPER_ROOT
318000;29806.0;4969.0;24837.0
318100;29806.0;4969.0;24837.0
318200;29846.0;4969.0;24877.0
318300;29857.0;4980.0;24877.0
318400;29857.0;4980.0;24877.0
318500;29836.0;4959.0;24877.0
318600;29755.5;4998.5;24757.0
318700;30012.0;5015.0;24997.0
318800;29892.0;5015.0;24877.0
318900;29900.0;5103.0;24797.0
319000;30063.0;5026.0;25037.0
319100;29932.0;5015.0;24917.0
319200;29972.0;5015.0;24957.0
319300;29955.5;4998.5;24957.0
319400;29961.0;5004.0;24957.0
319500;29972.0;5015.0;24957.0
319600;29972.0;5015.0;24957.0
319700;29955.5;4998.5;24957.0
319800;29972.0;5015.0;24957.0
319900;30132.0;5015.0;25117.0
320000;30044.0;4927.0;25117.0
320100;30012.0;5015.0;24997.0
320200;30063.0;5026.0;25037.0
320300;30052.0;5015.0;25037.0
320400;30128.0;5091.0;25037.0
320500;29602.0;5085.0;24517.0
320600;30280.0;5083.0;25197.0
320700;30126.0;5089.0;25037.0
320800;30132.0;5095.0;25037.0
320900;30014.0;5057.0;24957.0
321000;30170.0;5093.0;25077.0
321100;30054.0;5097.0;24957.0
321200;30206.0;5089.0;25117.0
321300;30200.0;5083.0;25117.0
321400;30198.0;5081.0;25117.0
321500;30202.0;5085.0;25117.0
321600;30202.0;5085.0;25117.0
321700;30082.0;5085.0;24997.0
321800;30268.0;5151.0;25117.0
321900;30329.0;5172.0;25157.0
322000;30420.0;5263.0;25157.0
322100;30308.0;5151.0;25157.0
322200;29828.0;5151.0;24677.0
322300;30228.0;5151.0;25077.0
322400;30348.0;5151.0;25197.0
322500;30348.0;5151.0;25197.0
322600;30461.0;5144.0;25317.0
322700;30362.0;5165.0;25197.0
322800;30362.0;5165.0;25197.0
322900;30325.0;5088.0;25237.0
323000;30405.0;5168.0;25237.0
323100;30378.0;5141.0;25237.0
323200;30418.0;5141.0;25277.0
323300;30418.0;5141.0;25277.0
323400;30490.0;5213.0;25277.0
323500;30413.5;5136.5;25277.0
323600;30538.0;5141.0;25397.0
323700;30460.0;5183.0;25277.0
323800;30460.0;5183.0;25277.0
323900;30365.0;5168.0;25197.0
324000;30485.0;5168.0;25317.0
324100;30365.0;5168.0;25197.0
324200;30564.5;5207.5;25357.0
324300;30519.0;5162.0;25357.0
324400;31266.0;5149.0;26117.0
324500;30506.0;5149.0;25357.0
324600;30366.5;5129.5;25237.0
324700;30506.0;5149.0;25357.0
324800;30525.5;5168.5;25357.0
324900;30546.0;5149.0;25397.0
325000;30546.0;5149.0;25397.0
325100;30520.0;5123.0;25397.0
325200;30586.0;5149.0;25437.0
325300;30586.0;5149.0;25437.0
325400;30660.5;5103.5;25557.0
325500;30599.0;5162.0;25437.0
325600;30628.0;5191.0;25437.0
325700;30108.0;5191.0;24917.0
325800;30609.0;5172.0;25437.0
325900;30687.0;5210.0;25477.0
326000;30415.0;5058.0;25357.0
326100;30070.0;5153.0;24917.0
326200;30698.5;5181.5;25517.0
326300;30207.0;5210.0;24997.0
326400;30727.0;5210.0;25517.0
326500;30887.0;5210.0;25677.0
326600;30727.0;5210.0;25517.0
326700;30727.0;5210.0;25517.0
326800;30708.0;5191.0;25517.0
326900;30691.0;5134.0;25557.0
327000;30919.0;5362.0;25557.0
327100;30887.0;5210.0;25677.0
327200;30788.0;5191.0;25597.0
327300;30820.0;5223.0;25597.0
327400;30786.0;5069.0;25717.0
327500;30665.0;5188.0;25477.0
327600;30331.0;5174.0;25157.0
327700;30644.0;5167.0;25477.0
327800;30665.0;5188.0;25477.0
327900;30663.0;5146.0;25517.0
328000;30783.0;5146.0;25637.0
328100;30818.0;5181.0;25637.0
328200;30795.0;5118.0;25677.0
328300;30865.0;5188.0;25677.0
328400;30844.0;5167.0;25677.0
328500;30872.0;5195.0;25677.0
328600;30745.0;5188.0;25557.0
328700;30858.0;5181.0;25677.0
328800;30724.0;5167.0;25557.0
328900;30898.0;5181.0;25717.0
329000;30898.0;5181.0;25717.0
329100;30912.0;5195.0;25717.0
329200;30952.0;5195.0;25757.0
329300;30952.0;5195.0;25757.0
329400;30832.0;5195.0;25637.0
329500;30987.0;5230.0;25757.0
329600;30952.0;5195.0;25757.0
329700;30426.0;5069.0;25357.0
329800;30938.0;5181.0;25757.0
329900;31136.0;5219.0;25917.0
330000;30974.0;5177.0;25797.0
330100;31534.0;5177.0;26357.0
330200;31038.0;5201.0;25837.0
330300;30906.0;5189.0;25717.0
330400;31026.0;5189.0;25837.0
330500;31026.0;5189.0;25837.0
330600;30966.0;5129.0;25837.0
330700;31242.0;5285.0;25957.0
330800;30945.0;5228.0;25717.0
330900;31077.5;5200.5;25877.0
331000;31645.0;5208.0;26437.0
331100;31072.5;5195.5;25877.0
331200;31240.0;5203.0;26037.0
331300;31120.0;5203.0;25917.0
331400;31120.0;5203.0;25917.0
331500;31125.0;5208.0;25917.0
331600;31125.0;5208.0;25917.0
331700;31125.0;5208.0;25917.0
331800;31125.0;5208.0;25917.0
331900;31157.5;5200.5;25957.0
332000;31162.5;5205.5;25957.0
332100;31160.0;5203.0;25957.0
332200;31325.0;5208.0;26117.0
332300;31200.0;5203.0;25997.0
332400;31160.0;5163.0;25997.0
332500;31200.0;5203.0;25997.0
332600;31320.0;5203.0;26117.0
332700;31320.0;5203.0;26117.0
332800;31075.0;5198.0;25877.0
332900;31245.0;5208.0;26037.0
333000;31150.0;5233.0;25917.0
333100;31270.0;5233.0;26037.0
333200;31310.0;5233.0;26077.0
333300;31835.0;5238.0;26597.0
333400;31300.0;5223.0;26077.0
333500;31265.0;5188.0;26077.0
333600;31200.0;5243.0;25957.0
333700;31450.0;5253.0;26197.0
333800;31490.0;5253.0;26237.0
333900;31480.0;5243.0;26237.0
334000;31370.0;5253.0;26117.0
334100;31270.0;5153.0;26117.0
334200;31390.0;5233.0;26157.0
334300;31270.0;5233.0;26037.0
334400;31390.0;5233.0;26157.0
334500;31390.0;5233.0;26157.0
334600;31390.0;5233.0;26157.0
334700;31400.0;5243.0;26157.0
334800;31400.0;5243.0;26157.0
334900;31440.0;5243.0;26197.0
335000;30870.0;5233.0;25637.0
335100;31440.0;5243.0;26197.0
335200;31480.0;5243.0;26237.0
335300;31480.0;5243.0;26237.0
335400;31860.0;5223.0;26637.0
335500;31460.0;5223.0;26237.0
335600;31480.0;5243.0;26237.0
