run_id,best_score,elapsed_seconds
1024,35.84425030400213,0.590562105178833
2048,35.84425030400213,0.6891520023345947
3072,35.84425030400213,0.775273323059082
4096,35.994846740802366,0.9298532009124756
5120,37.31771235655571,1.110572099685669
6144,37.31771235655571,1.2001302242279053
7168,37.31771235655571,1.28841233253479
8192,37.31771235655571,1.3779182434082031
9216,37.31771235655571,1.4680640697479248
10240,37.31771235655571,1.5545642375946045
11264,37.31771235655571,1.6419751644134521
12288,37.31771235655571,1.7293140888214111
13312,37.31771235655571,1.819169044494629
14336,37.31771235655571,1.9119882583618164
15360,37.31771235655571,2.002822160720825
16384,37.31771235655571,2.1071243286132812
17408,37.31771235655571,2.1957523822784424
18432,37.31771235655571,2.2868993282318115
19456,37.31771235655571,2.3863601684570312
20480,37.31771235655571,2.5115902423858643
21504,37.31771235655571,2.6204311847686768
22528,37.31771235655571,2.73508620262146
23552,37.31771235655571,2.849013090133667
24576,37.31771235655571,2.9363350868225098
25600,37.31771235655571,3.025329351425171
26624,37.31771235655571,3.1155571937561035
27648,37.31771235655571,3.204585313796997
28672,37.31771235655571,3.2935001850128174
29696,37.31771235655571,3.384047269821167
30720,37.31771235655571,3.4887773990631104
31744,37.31771235655571,3.5786972045898438
32768,37.31771235655571,3.6697921752929688
33792,37.31771235655571,3.7632393836975098
34816,37.31771235655571,3.8587043285369873
35840,37.31771235655571,3.951592206954956
36864,37.31771235655571,4.044276237487793
37888,37.31771235655571,4.135875225067139
38912,37.31771235655571,4.225639343261719
39936,37.31771235655571,4.318773031234741
40960,37.31771235655571,4.412381172180176
41984,37.31771235655571,4.507801294326782
43008,37.31771235655571,4.611327409744263
44032,37.31771235655571,4.71566104888916
45056,37.31771235655571,4.805901050567627
46080,37.31771235655571,4.895724058151245
47104,37.31771235655571,4.985550165176392
48128,37.31771235655571,5.074057340621948
49152,37.31771235655571,5.163019180297852
50176,37.31771235655571,5.265354156494141
51200,37.31771235655571,5.368241310119629
52224,37.31771235655571,5.455494165420532
53248,37.31771235655571,5.54176926612854
54272,37.31771235655571,5.62742018699646
55296,37.31771235655571,5.71320915222168
56320,37.31771235655571,5.80127215385437
57344,37.31771235655571,5.902600288391113
58368,37.31771235655571,5.9905571937561035
59392,37.31771235655571,6.078418254852295
60416,37.31771235655571,6.166609287261963
61440,37.31771235655571,6.253873348236084
62464,37.31771235655571,6.341897964477539
63488,37.31771235655571,6.429549217224121
64512,37.419792493779674,6.584964275360107
65536,37.419792493779674,6.673140287399292
66560,37.419792493779674,6.763821125030518
67584,37.419792493779674,6.852735280990601
68608,37.419792493779674,6.9422290325164795
69632,37.419792493779674,7.0477142333984375
70656,37.419792493779674,7.140349388122559
71680,37.419792493779674,7.233157157897949
72704,37.419792493779674,7.3282623291015625
73728,37.419792493779674,7.424676179885864
74752,37.419792493779674,7.5175511837005615
75776,37.419792493779674,7.611172199249268
76800,37.419792493779674,7.703510046005249
77824,37.419792493779674,7.798436164855957
78848,37.419792493779674,7.892446994781494
79872,37.419792493779674,7.9862871170043945
80896,37.419792493779674,8.080230236053467
81920,37.419792493779674,8.172863245010376
82944,37.419792493779674,8.278715133666992
83968,37.419792493779674,8.368252277374268
84992,37.419792493779674,8.456250190734863
86016,37.419792493779674,8.545560121536255
87040,37.419792493779674,8.634772300720215
88064,37.419792493779674,8.724445343017578
89088,37.419792493779674,8.814768314361572
90112,37.419792493779674,8.903921365737915
91136,37.419792493779674,8.99303412437439
92160,39.73071541245957,9.153149366378784
93184,39.73071541245957,9.239981174468994
94208,39.73071541245957,9.328463315963745
95232,39.73071541245957,9.435411214828491
96256,39.73071541245957,9.523637056350708
97280,39.73071541245957,9.612211227416992
98304,39.73071541245957,9.700340270996094
99328,39.73071541245957,9.78973126411438
100352,39.73071541245957,9.878093242645264
101376,39.73071541245957,9.964263200759888
102400,39.73071541245957,10.05515718460083
103424,39.73071541245957,10.165550231933594
104448,39.73071541245957,10.25425410270691
105472,39.73071541245957,10.340591192245483
106496,39.73071541245957,10.428727149963379
107520,39.73071541245957,10.52581524848938
108544,39.73071541245957,10.613031148910522
109568,39.73071541245957,10.715335369110107
110592,39.73071541245957,10.803343296051025
111616,39.73071541245957,10.890310287475586
112640,39.73071541245957,10.975703239440918
113664,39.73071541245957,11.061928272247314
114688,39.73071541245957,11.148528337478638
115712,39.73071541245957,11.238725185394287
116736,39.73071541245957,11.3287034034729
117760,39.73071541245957,11.416085004806519
118784,39.73071541245957,11.502678155899048
119808,39.73071541245957,11.589431047439575
120832,39.73071541245957,11.676018238067627
