rank,name,parent,families,deterministic_total,delta_vs_safe,delta_vs_attack,min_day_delta_vs_safe,daily_delta_range_vs_safe,deterministic_score,composite_score,day_-2,ash_-2,pepper_-2,trades_-2,day_-1,ash_-1,pepper_-1,trades_-1,day_0,ash_0,pepper_0,trades_0,mc_mean_delta,mc_p10_delta,mc_win_rate,mc_plausible_mean_delta,mc_plausible_p10_delta
1,TradervR1_lab_r04_01_a_local_fair_blend,TradervR1_lab_r03_08_a_attack_tuning_a_quality_guard_p_entry_quality,ash_local_fair_blend,292738.0,4695.5,2893.5,1335.5,446.5,5127.205,7789.1167,97465.0,17821.0,79644.0,706,97999.0,18631.0,79368.0,704,97274.0,17886.0,79388.0,679,5063.4167,4296.75,1.0,5063.4167,4296.75
2,TradervR1_lab_r05_03_a_local_fair_blend,TradervR1_lab_r04_01_a_local_fair_blend_best,ash_local_fair_blend,292274.5,4232.0,2430.0,1067.0,635.0,4554.65,6841.9917,97196.5,17552.5,79644.0,734,97919.0,18551.0,79368.0,724,97159.0,17771.0,79388.0,700,4347.6667,3666.25,1.0,4347.6667,3666.25
3,TradervR1_lab_r04_01_a_local_fair_blend_cmaes_ash_local_fair_blend,TradervR1_lab_r04_01_a_local_fair_blend,"ash_local_fair_blend,cmaes_refine",292738.0,4695.5,2893.5,1335.5,446.5,5127.205,6376.2955,97465.0,17821.0,79644.0,706,97999.0,18631.0,79368.0,704,97274.0,17886.0,79388.0,679,3130.75,-231.25,0.8333,3130.75,-231.25
4,TradervR1_lab_r08_07_p_entry_quality_a_quality_guard_cmaes_pepper_entry_quality,TradervR1_lab_r08_07_p_entry_quality_a_quality_guard,"pepper_entry_quality,cmaes_refine",290881.5,2839.0,1037.0,795.0,245.0,3097.65,4711.3367,96924.5,17287.5,79637.0,788,97257.0,17889.0,79368.0,755,96700.0,17312.0,79388.0,737,3532.6667,1183.0,1.0,3532.6667,1183.0
5,TradervR1_lab_r07_05_a_quality_guard_a_local_fair_blend_a_attack_tuning,TradervR1_47,"ash_quality_guard,ash_local_fair_blend,ash_attack_tuning",290524.0,2481.5,679.5,564.5,442.5,2643.675,3745.1188,96694.0,17050.0,79644.0,829,97127.0,17759.0,79368.0,802,96703.0,17306.0,79397.0,793,2716.8333,-103.25,0.8333,2716.8333,-103.25
6,TradervR1_lab_r07_01_a_quality_guard,TradervR1_lab_r06_06_p_carry_defense,ash_quality_guard,289947.5,1905.0,103.0,448.0,330.0,2035.4,3468.3483,96577.5,16926.5,79651.0,829,96896.0,17607.0,79289.0,810,96474.0,17079.0,79395.0,790,2927.0833,1622.25,1.0,2927.0833,1622.25
7,TradervR1_lab_r07_03_p_entry_quality_a_local_fair_blend,TradervR1_47,"pepper_entry_quality,ash_local_fair_blend",290897.5,2855.0,1053.0,802.0,238.0,3116.66,3371.1445,96931.5,17287.5,79644.0,788,97257.0,17889.0,79368.0,755,96709.0,17312.0,79397.0,737,1508.0,-2657.5,0.6667,1508.0,-2657.5
8,TradervR1_lab_r15_08_a_local_fair_blend,TradervR1_47,ash_local_fair_blend,290154.5,2112.0,310.0,547.0,299.0,2279.53,3325.3005,96676.5,17032.5,79644.0,841,97063.0,17695.0,79368.0,810,96415.0,17018.0,79397.0,796,2305.0,675.75,0.8333,2305.0,675.75
9,TradervR1_lab_r10_02_a_quality_guard_p_entry_quality_cmaes_ash_quality_guard,TradervR1_lab_r10_02_a_quality_guard_p_entry_quality,"ash_quality_guard,cmaes_refine",289838.5,1796.0,-6.0,522.0,224.0,1960.78,3296.2783,96657.5,17013.5,79644.0,830,96739.0,17371.0,79368.0,814,96442.0,17051.0,79391.0,788,2802.0833,1286.75,1.0,2802.0833,1286.75
10,TradervR1_lab_r08_07_p_entry_quality_a_quality_guard,TradervR1_lab_r07_03_p_entry_quality_a_local_fair_blend,"pepper_entry_quality,ash_quality_guard",290881.5,2839.0,1037.0,795.0,245.0,3097.65,3085.3788,96924.5,17287.5,79637.0,788,97257.0,17889.0,79368.0,755,96700.0,17312.0,79388.0,737,1585.3333,-4825.5,0.8333,1585.3333,-4825.5
