run_id,mean,median,std,score_std_100,score_std_100_sims,mean_ci95_100_sims,p_loss,p05,p01,worst,best,score_p05_10,score_p05_25,score,score_aggressive,score_balanced,score_safe,score_mean_only,positions,AC,AC_45_KO,AC_40_BP,AC_50_CO,AC_50_C_2,AC_50_P_2,AC_35_P,AC_40_P,AC_45_P,AC_50_P,AC_50_C,AC_60_C
128,470.9963714387052,88.0726348647172,2163.175572915614,216.3175572915614,216.3175572915614,432.6351145831228,0.47,-1383.811641893166,-2525.8123294538486,-3470.182395619328,17816.520523804105,332.61520724938856,125.04346096541366,155.26584650894958,347.7264000211565,155.26584650894958,-91.27409632614774,470.9963714387052,"{""AC"": -55, ""AC_35_P"": 49, ""AC_40_BP"": -36, ""AC_45_KO"": -290, ""AC_50_C"": 50, ""AC_50_CO"": 3, ""AC_50_C_2"": 47, ""AC_50_P_2"": 16, ""AC_60_C"": 24}",-55,-290,-36,3,47,16,49,0,0,0,50,24
2328,493.3028870055976,37.196432104660744,2565.486790264367,256.5486790264367,256.5486790264367,513.0973580528733,0.494,-1431.3999999999999,-3170.738326949208,-4290.22433294086,21932.923825077807,350.1628870055976,135.45288700559763,150.31854749237928,357.5957172489884,150.31854749237928,-121.09579202083904,493.3028870055976,"{""AC"": -50, ""AC_35_P"": 48, ""AC_40_BP"": -49, ""AC_45_KO"": -380, ""AC_50_C"": 50, ""AC_50_CO"": -3, ""AC_50_C_2"": 40, ""AC_50_P"": 18, ""AC_60_C"": 43}",-50,-380,-49,-3,40,0,48,0,0,18,50,43
283,638.4372348481137,-416.082669709282,4464.940125704929,446.49401257049294,446.49401257049294,892.9880251409859,0.62,-1769.9910638808158,-4660.833145736385,-5832.797298908978,38540.6431598163,461.4381284600321,195.93946887790975,149.69156898074488,438.31417851144965,149.69156898074488,-250.5545436925832,638.4372348481137,"{""AC"": -35, ""AC_35_P"": 45, ""AC_40_BP"": -43, ""AC_45_KO"": -500, ""AC_50_C"": 50, ""AC_50_CO"": 23, ""AC_50_C_2"": 50, ""AC_50_P"": -9, ""AC_60_C"": 44}",-35,-500,-43,23,50,0,45,0,0,-9,50,44
2889,540.6219207841937,-173.95784149790694,3320.4015052153222,332.0401505215322,332.0401505215322,664.0803010430644,0.538,-1518.9194432617119,-4265.065904788596,-5516.902242838027,28561.1839740339,388.72997645802246,160.8920599687657,146.7639290341708,381.665910990725,146.7639290341708,-171.14809055276652,540.6219207841937,"{""AC"": -40, ""AC_35_P"": 41, ""AC_40_BP"": -45, ""AC_45_KO"": -500, ""AC_45_P"": 10, ""AC_50_C"": 50, ""AC_50_CO"": 10, ""AC_50_C_2"": 46, ""AC_60_C"": 35}",-40,-500,-45,10,46,0,41,0,10,0,50,35
3503,489.31718293950416,-162.9399118555943,2997.659659624526,299.7659659624526,299.7659659624526,599.5319319249052,0.536,-1305.7988077684256,-4213.308516050283,-5447.4204756298,25677.4601303718,358.7373021626616,162.86748099739776,143.56437879301404,349.0857510604697,143.56437879301404,-136.89848496505482,489.31718293950416,"{""AC"": -30, ""AC_35_P"": 46, ""AC_40_BP"": -49, ""AC_45_KO"": -500, ""AC_45_P"": 12, ""AC_50_C"": 29, ""AC_50_CO"": 8, ""AC_50_C_2"": 42, ""AC_60_C"": 42}",-30,-500,-49,8,42,0,46,0,12,0,29,42
573,505.3103066555293,-361.4234406613074,3363.034273219264,336.3034273219264,336.3034273219264,672.6068546438528,0.64,-1296.0770002280024,-2215.667582377284,-3211.2156984770627,29353.83770365589,375.70260663272904,181.2910565985287,142.74704296036577,356.4305998136476,142.74704296036577,-155.01237072339768,505.3103066555293,"{""AC"": -30, ""AC_35_P"": 37, ""AC_40_BP"": -50, ""AC_45_KO"": -220, ""AC_50_C"": 33, ""AC_50_CO"": 1, ""AC_50_C_2"": 50, ""AC_50_P_2"": 4, ""AC_60_C"": 50}",-30,-220,-50,1,50,4,37,0,0,0,33,50
1754,563.2734620730454,-170.31819512861432,3434.794918379661,343.47949183796607,343.47949183796607,686.9589836759321,0.546,-1669.9326460632517,-3407.6132770283457,-4149.751401773767,29782.608993879803,396.2801974667202,145.79030055723246,141.0438192445746,393.9069568103913,141.0438192445746,-197.6891912807336,563.2734620730454,"{""AC"": -20, ""AC_35_P"": 40, ""AC_40_BP"": -42, ""AC_45_KO"": -340, ""AC_50_C"": 29, ""AC_50_CO"": 22, ""AC_50_C_2"": 39, ""AC_50_P"": 23, ""AC_60_C"": 33}",-20,-340,-42,22,39,0,40,0,0,23,29,33
4266,418.5669032070704,-12.774444319949623,2196.747103325337,219.6747103325337,219.6747103325337,439.3494206650674,0.514,-1142.3634244223892,-2282.706204213855,-3041.175069602048,18904.816982370874,304.3305607648315,132.9760471014731,137.37503437744522,306.53005440281754,137.37503437744522,-86.69866323106058,418.5669032070704,"{""AC"": -45, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_40_P"": 2, ""AC_45_KO"": -240, ""AC_50_C"": 41, ""AC_50_CO"": 1, ""AC_50_C_2"": 32, ""AC_60_C"": 39}",-45,-240,-50,1,32,0,50,2,0,0,41,39
2852,548.3955107092306,-78.80718633555529,3225.0652202124866,322.50652202124866,322.50652202124866,645.0130440424973,0.518,-1714.125,-4490.507505703603,-5302.9944238128355,27487.0938054914,376.9830107092306,119.86426070923062,130.02349969860632,382.06263020391845,130.02349969860632,-202.64226131201804,548.3955107092306,"{""AC"": -45, ""AC_35_P"": 37, ""AC_40_BP"": -37, ""AC_45_KO"": -500, ""AC_50_C"": 45, ""AC_50_CO"": 19, ""AC_50_C_2"": 25, ""AC_50_P"": 14, ""AC_60_C"": 49}",-45,-500,-37,19,25,0,37,0,0,14,45,49
1253,453.1805772831568,89.35499254008681,2255.8777332074774,225.58777332074774,225.58777332074774,451.1755466414955,0.462,-1427.1969208894927,-3304.524609740126,-4398.627689875841,18928.199839594836,310.46088519420755,96.38134706078364,126.30715248935904,325.4237879084952,126.30715248935904,-129.2064262599641,453.1805772831568,"{""AC"": -50, ""AC_35_P"": 29, ""AC_40_BP"": -40, ""AC_45_KO"": -410, ""AC_50_C"": 22, ""AC_50_CO"": 9, ""AC_50_C_2"": 50, ""AC_50_P_2"": 19, ""AC_60_C"": 42}",-50,-410,-40,9,50,19,29,0,0,0,22,42
