rank,name,parent,families,deterministic_total,delta_vs_safe,delta_vs_attack,min_day_delta_vs_safe,daily_delta_range_vs_safe,deterministic_score,composite_score,day_-2,ash_-2,pepper_-2,trades_-2,day_-1,ash_-1,pepper_-1,trades_-1,day_0,ash_0,pepper_0,trades_0,mc_mean_delta,mc_p10_delta,mc_win_rate,mc_plausible_mean_delta,mc_plausible_p10_delta
1,TradervR1_lab_r04_01_a_local_fair_blend,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,ash_local_fair_blend,292504.5,4462.0,2660.0,1132.0,601.0,4810.12,7767.2717,97261.5,17624.5,79637.0,703,97950.0,18582.0,79368.0,703,97293.0,17905.0,79388.0,681,5575.4167,4942.75,1.0,5575.4167,4942.75
2,TradervR1_lab_r04_01_a_local_fair_blend_cmaes_ash_local_fair_blend,TradervR1_lab_r04_01_a_local_fair_blend,"ash_local_fair_blend,cmaes_refine",292504.5,4462.0,2660.0,1132.0,601.0,4810.12,6738.0888,97261.5,17624.5,79637.0,703,97950.0,18582.0,79368.0,703,97293.0,17905.0,79388.0,681,4223.5833,1495.5,0.8333,4223.5833,1495.5
3,TradervR1_lab_r04_07_a_quality_guard,TradervR1_lab_r03_08_a_attack_tuning_a_quality_guard_p_entry_quality,ash_quality_guard,290253.0,2210.5,408.5,521.5,358.5,2364.345,2716.0838,96651.0,17007.0,79644.0,829,97097.0,17729.0,79368.0,819,96505.0,17117.0,79388.0,791,1140.3333,-954.0,0.8333,1140.3333,-954.0
4,TradervR1_lab_r04_02_a_attack_tuning,TradervR1_lab_r03_08_a_attack_tuning_a_quality_guard_p_entry_quality,ash_attack_tuning,289989.5,1947.0,145.0,442.0,385.0,2070.9,1958.1912,96571.5,16927.5,79644.0,834,97044.0,17676.0,79368.0,820,96374.0,16986.0,79388.0,796,484.6667,-2356.5,0.6667,484.6667,-2356.5
5,TradervR1_lab_r04_06_a_attack_tuning,TradervR1_lab_r03_01_a_local_fair_blend,ash_attack_tuning,289145.5,1103.0,-699.0,188.0,319.0,1143.28,1143.28,96317.5,16673.5,79644.0,875,96625.0,17257.0,79368.0,862,96203.0,16806.0,79397.0,834,,,,,
6,TradervR1_lab_r04_03_p_carry_defense_p_entry_quality_a_local_fair_blend,TradervR1_42_P1_1,"pepper_carry_defense,pepper_entry_quality,ash_local_fair_blend",287975.0,-67.5,-1869.5,-99.0,143.5,-113.63,-113.63,96174.0,16512.0,79662.0,686,96204.0,16895.0,79309.0,657,95597.0,16193.0,79404.0,652,,,,,
7,TradervR1_lab_r04_04_a_quality_guard_a_attack_tuning,TradervR1_42_O2_1,"ash_quality_guard,ash_attack_tuning",287975.5,-67.0,-1869.0,-165.0,259.0,-145.47,-145.47,95964.5,16320.5,79644.0,791,96311.0,16943.0,79368.0,770,95700.0,16303.0,79397.0,760,,,,,
8,TradervR1_lab_r04_08_a_local_fair_blend_a_quality_guard,TradervR1_42_O2_1,"ash_local_fair_blend,ash_quality_guard",287770.5,-272.0,-2074.0,-270.0,373.0,-396.34,-396.34,95859.5,16215.5,79644.0,619,96320.0,16952.0,79368.0,625,95591.0,16194.0,79397.0,600,,,,,
9,TradervR1_lab_r04_05_a_attack_tuning,TradervR1_42_O2_1,ash_attack_tuning,287079.5,-963.0,-2765.0,-338.0,41.0,-1084.58,-1084.58,95801.5,16157.5,79644.0,830,95879.0,16511.0,79368.0,799,95399.0,16002.0,79397.0,793,,,,,
