rank,name,parent,families,deterministic_total,delta_vs_safe,delta_vs_attack,min_day_delta_vs_safe,daily_delta_range_vs_safe,deterministic_score,composite_score,day_-2,ash_-2,pepper_-2,trades_-2,day_-1,ash_-1,pepper_-1,trades_-1,day_0,ash_0,pepper_0,trades_0,mc_mean_delta,mc_p10_delta,mc_win_rate,mc_plausible_mean_delta,mc_plausible_p10_delta
39,TradervR1_lab_r04_07_a_quality_guard,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,ash_quality_guard,289464.5,1422.0,-380.0,304.0,281.0,1505.92,1500.5595,96433.5,16796.5,79637.0,809,96750.0,17382.0,79368.0,799,96281.0,16886.0,79395.0,773,576.25,-1634.25,0.6667,576.25,-1634.25
40,TradervR1_lab_r12_04_p_entry_quality,TradervR1_lab_r11_04_p_entry_quality_a_attack_tuning,pepper_entry_quality,289461.0,1418.5,-383.5,288.5,328.5,1493.195,1493.195,96418.0,16781.0,79637.0,817,96834.0,17466.0,79368.0,805,96209.0,16819.0,79390.0,784,,,,,
41,TradervR1_lab_r02_08_p_carry_defense,TradervR1_47,pepper_carry_defense,289800.5,1758.0,-44.0,487.0,263.0,1907.41,1479.0322,96650.5,17013.5,79637.0,830,96704.0,17371.0,79333.0,814,96446.0,17051.0,79395.0,788,129.6667,-3613.5,0.8333,129.6667,-3613.5
42,TradervR1_lab_r05_05_a_attack_tuning,TradervR1_47_2,ash_attack_tuning,289445.0,1402.5,-399.5,279.5,285.5,1477.485,1477.485,96409.0,16765.0,79644.0,815,96775.0,17407.0,79368.0,802,96261.0,16864.0,79397.0,782,,,,,
43,TradervR1_lab_r07_02_p_entry_quality,TradervR1_lab_r06_05_a_attack_tuning_p_entry_quality,pepper_entry_quality,289400.0,1357.5,-444.5,295.5,253.5,1440.645,1440.645,96425.0,16781.0,79644.0,817,96766.0,17398.0,79368.0,801,96209.0,16812.0,79397.0,783,,,,,
44,TradervR1_lab_r06_05_a_attack_tuning_p_entry_quality,TradervR1_47_2,"ash_attack_tuning,pepper_entry_quality",289393.0,1350.5,-451.5,288.5,260.5,1430.635,1430.635,96418.0,16781.0,79637.0,817,96766.0,17398.0,79368.0,801,96209.0,16812.0,79397.0,783,,,,,
45,TradervR1_lab_r12_06_a_local_fair_blend_a_attack_tuning,TradervR1_47_2,"ash_local_fair_blend,ash_attack_tuning",289878.0,1835.5,33.5,417.5,342.5,1954.225,1413.9228,96547.0,16903.0,79644.0,790,96977.0,17609.0,79368.0,772,96354.0,16957.0,79397.0,755,19.0833,-4080.5,0.6667,19.0833,-4080.5
46,TradervR1_lab_r02_01_a_attack_tuning_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_carry_defense",289323.5,1281.0,-521.0,317.0,195.0,1376.35,1376.35,96446.5,16802.5,79644.0,828,96729.0,17361.0,79368.0,810,96148.0,16751.0,79397.0,786,,,,,
47,TradervR1_lab_r06_04_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289331.5,1289.0,-513.0,207.0,343.0,1334.01,1334.01,96336.5,16701.5,79635.0,822,96749.0,17386.0,79363.0,799,96246.0,16867.0,79379.0,786,,,,,
48,TradervR1_lab_r01_05_p_carry_defense,TradervR1_47,pepper_carry_defense,289822.5,1780.0,-22.0,461.0,305.0,1916.95,1332.6222,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96462.0,17051.0,79411.0,788,91.1667,-4630.0,0.8333,91.1667,-4630.0
49,TradervR1_lab_r12_03_p_entry_quality_a_quality_guard,TradervR1_47_2,"pepper_entry_quality,ash_quality_guard",289321.5,1279.0,-523.0,216.0,352.0,1326.44,1326.44,96345.5,16701.5,79644.0,821,96712.0,17344.0,79368.0,799,96264.0,16867.0,79397.0,786,,,,,
50,TradervR1_lab_r18_05_a_attack_tuning,TradervR1_lab_r17_05_a_local_fair_blend,ash_attack_tuning,289253.5,1211.0,-591.0,301.0,211.0,1299.47,1299.47,96430.5,16786.5,79644.0,761,96615.0,17247.0,79368.0,740,96208.0,16811.0,79397.0,712,,,,,
51,TradervR1_lab_r05_02_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289293.5,1251.0,-551.0,209.0,357.0,1295.59,1295.59,96338.5,16701.5,79637.0,821,96693.0,17386.0,79307.0,799,96262.0,16867.0,79395.0,785,,,,,
52,TradervR1_lab_r05_06_a_attack_tuning_p_entry_quality_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_entry_quality,pepper_carry_defense",289206.5,1164.0,-638.0,364.0,59.0,1286.68,1286.68,96493.5,16839.5,79654.0,832,96594.0,17269.0,79325.0,815,96119.0,16709.0,79410.0,793,,,,,
53,TradervR1_lab_r13_03_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289295.5,1253.0,-549.0,216.0,345.0,1301.0,1213.7545,96345.5,16701.5,79644.0,821,96693.0,17386.0,79307.0,800,96257.0,16867.0,79390.0,786,387.75,-1584.0,0.6667,387.75,-1584.0
54,TradervR1_lab_r18_03_a_attack_tuning_a_quality_guard,TradervR1_lab_r17_05_a_local_fair_blend,"ash_attack_tuning,ash_quality_guard",289167.5,1125.0,-677.0,261.0,185.0,1201.55,1201.55,96390.5,16746.5,79644.0,761,96635.0,17267.0,79368.0,738,96142.0,16745.0,79397.0,709,,,,,
55,TradervR1_lab_r11_03_a_attack_tuning_p_entry_quality,TradervR1_lab_r10_02_a_quality_guard_p_entry_quality_best,"ash_attack_tuning,pepper_entry_quality",289669.5,1627.0,-175.0,326.0,393.0,1709.66,1195.8822,96455.5,16818.5,79637.0,824,96799.0,17431.0,79368.0,815,96415.0,17025.0,79390.0,790,321.4167,-4696.5,0.8333,321.4167,-4696.5
56,TradervR1_lab_r01_01_a_local_fair_blend,TradervR1_39_4,ash_local_fair_blend,289132.5,1090.0,-712.0,275.0,213.0,1169.21,1169.21,96404.5,16760.5,79644.0,577,96705.0,17342.0,79363.0,578,96023.0,16626.0,79397.0,560,,,,,
57,TradervR1_lab_r12_07_p_entry_quality,TradervR1_lab_r11_03_a_attack_tuning_p_entry_quality,pepper_entry_quality,289669.5,1627.0,-175.0,326.0,393.0,1709.66,1144.3955,96455.5,16818.5,79637.0,824,96799.0,17431.0,79368.0,815,96415.0,17025.0,79390.0,790,297.0,-4994.5,0.8333,297.0,-4994.5
58,TradervR1_lab_r13_02_p_carry_defense,TradervR1_47,pepper_carry_defense,289813.5,1771.0,-31.0,461.0,296.0,1908.67,1123.4045,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96453.0,17051.0,79402.0,788,-346.5,-4768.0,0.6667,-346.5,-4768.0
59,TradervR1_lab_r17_05_a_local_fair_blend,TradervR1_lab_r16_02_a_local_fair_blend,ash_local_fair_blend,289092.5,1050.0,-752.0,245.0,176.0,1121.67,1121.67,96374.5,16730.5,79644.0,761,96601.0,17233.0,79368.0,739,96117.0,16720.0,79397.0,720,,,,,
60,TradervR1_lab_r12_05_a_local_fair_blend_p_entry_quality,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality",289042.5,1000.0,-802.0,301.0,77.0,1099.19,1099.19,96507.5,16864.5,79643.0,763,96518.0,17150.0,79368.0,738,96017.0,16620.0,79397.0,719,,,,,
61,TradervR1_lab_r16_08_a_local_fair_blend_a_quality_guard_cmaes_ash_local_fair_blend,TradervR1_lab_r16_08_a_local_fair_blend_a_quality_guard,"ash_local_fair_blend,cmaes_refine",289373.5,1331.0,-471.0,216.0,434.0,1371.88,953.0705,96345.5,16701.5,79644.0,888,96867.0,17499.0,79368.0,879,96161.0,16764.0,79397.0,846,766.0,-5119.25,0.8333,766.0,-5119.25
62,TradervR1_lab_r18_04_p_carry_defense,TradervR1_47,pepper_carry_defense,289781.5,1739.0,-63.0,461.0,289.0,1877.23,922.4005,96657.5,17013.5,79644.0,830,96678.0,17371.0,79307.0,813,96446.0,17051.0,79395.0,788,-607.0,-5258.25,0.8333,-607.0,-5258.25
63,TradervR1_lab_r17_07_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289347.5,1305.0,-497.0,215.0,338.0,1353.21,826.8645,96344.5,16701.5,79643.0,822,96754.0,17386.0,79368.0,800,96249.0,16867.0,79382.0,785,-213.25,-3033.0,0.6667,-213.25,-3033.0
64,TradervR1_lab_r18_08_p_entry_quality_a_local_fair_blend,TradervR1_lab_r17_05_a_local_fair_blend,"pepper_entry_quality,ash_local_fair_blend",288759.5,717.0,-1085.0,178.0,148.0,767.46,767.46,96307.5,16663.5,79644.0,758,96543.0,17175.0,79368.0,752,95909.0,16512.0,79397.0,716,,,,,
65,TradervR1_lab_r03_04_a_attack_tuning_a_quality_guard_p_entry_quality,TradervR1_lab_r02_06_p_carry_defense,"ash_attack_tuning,ash_quality_guard,pepper_entry_quality",288801.0,758.5,-1043.5,66.5,302.5,757.575,757.575,96196.0,16560.0,79636.0,818,96586.0,17218.0,79368.0,803,96019.0,16624.0,79395.0,789,,,,,
66,TradervR1_lab_r17_04_p_entry_quality,TradervR1_47_2,pepper_entry_quality,289356.5,1314.0,-488.0,216.0,345.0,1362.0,710.4488,96345.5,16701.5,79644.0,821,96754.0,17386.0,79368.0,800,96257.0,16867.0,79390.0,786,-326.1667,-3651.5,0.8333,-326.1667,-3651.5
67,TradervR1_lab_r18_01_a_quality_guard,TradervR1_lab_r17_07_p_carry_defense_p_entry_quality,ash_quality_guard,289500.5,1458.0,-344.0,277.0,351.0,1526.87,673.7467,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96249.0,16867.0,79382.0,785,-966.5833,-3260.5,0.5,-966.5833,-3260.5
68,TradervR1_lab_r04_06_a_attack_tuning,TradervR1_lab_r03_04_a_attack_tuning_a_quality_guard_p_entry_quality,ash_attack_tuning,288731.0,688.5,-1113.5,24.5,319.5,671.515,671.515,96154.0,16518.0,79636.0,821,96561.0,17193.0,79368.0,798,96016.0,16621.0,79395.0,789,,,,,
69,TradervR1_lab_r07_06_a_local_fair_blend,TradervR1_lab_r06_03_a_quality_guard_best,ash_local_fair_blend,288643.0,600.5,-1201.5,158.5,65.5,650.735,650.735,96288.0,16644.0,79644.0,836,96435.0,17128.0,79307.0,821,95920.0,16525.0,79395.0,793,,,,,
70,TradervR1_lab_r18_06_a_attack_tuning_a_local_fair_blend,TradervR1_34_1,"ash_attack_tuning,ash_local_fair_blend",288658.0,615.5,-1186.5,98.5,257.5,629.375,629.375,96228.0,16584.0,79644.0,638,96573.0,17205.0,79368.0,636,95857.0,16460.0,79397.0,615,,,,,
71,TradervR1_lab_r03_02_a_local_fair_blend,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard,ash_local_fair_blend,288692.5,650.0,-1152.0,-11.0,436.0,611.27,611.27,96118.5,16481.5,79637.0,919,96642.0,17274.0,79368.0,897,95932.0,16542.0,79390.0,885,,,,,
72,TradervR1_lab_r14_08_a_attack_tuning_p_carry_defense_cmaes_ash_attack_tuning,TradervR1_lab_r14_08_a_attack_tuning_p_carry_defense,"ash_attack_tuning,cmaes_refine",288621.0,578.5,-1223.5,18.5,298.5,561.095,522.0928,96148.0,16512.0,79636.0,823,96534.0,17166.0,79368.0,801,95939.0,16557.0,79382.0,788,321.0833,-663.5,0.6667,321.0833,-663.5
73,TradervR1_lab_r08_06_a_attack_tuning_a_local_fair_blend,TradervR1_47_2,"ash_attack_tuning,ash_local_fair_blend",289125.5,1083.0,-719.0,173.0,429.0,1109.23,455.8595,96302.5,16658.5,79644.0,850,96819.0,17451.0,79368.0,829,96004.0,16607.0,79397.0,809,-187.25,-3887.75,0.6667,-187.25,-3887.75
74,TradervR1_lab_r15_04_a_quality_guard_a_local_fair_blend_p_carry_defense,TradervR1_lab_r14_08_a_attack_tuning_p_carry_defense_best,"ash_quality_guard,ash_local_fair_blend,pepper_carry_defense",288508.5,466.0,-1336.0,-60.0,480.0,406.6,412.69,96069.5,16435.5,79634.0,849,96637.0,17273.0,79364.0,846,95802.0,16422.0,79380.0,816,380.25,-404.5,0.5,380.25,-404.5
75,TradervR1_lab_r02_05_a_local_fair_blend,TradervR1_42_O2_1,ash_local_fair_blend,288446.0,403.5,-1398.5,-36.5,284.5,367.965,367.965,96093.0,16449.0,79644.0,704,96409.0,17041.0,79368.0,687,95944.0,16547.0,79397.0,669,,,,,
76,TradervR1_lab_r06_02_a_quality_guard_a_local_fair_blend_p_carry_defense,TradervR1_47_2,"ash_quality_guard,ash_local_fair_blend,pepper_carry_defense",289546.0,1503.5,-298.5,366.5,205.5,1615.335,277.3683,96496.0,16859.0,79637.0,750,96782.0,17467.0,79315.0,743,96268.0,16873.0,79395.0,718,-1500.9167,-5223.0,0.5,-1500.9167,-5223.0
77,TradervR1_lab_r15_07_a_local_fair_blend_p_entry_quality,TradervR1_39_4,"ash_local_fair_blend,pepper_entry_quality",288376.0,333.5,-1468.5,-108.5,342.5,268.125,268.125,96021.0,16384.0,79637.0,671,96451.0,17088.0,79363.0,647,95904.0,16509.0,79395.0,640,,,,,
78,TradervR1_lab_r16_02_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,288974.0,931.5,-870.5,291.0,50.0,1029.35,208.1395,96429.0,16785.0,79644.0,813,96508.0,17140.0,79368.0,796,96037.0,16640.0,79397.0,772,-822.25,-3185.75,0.6667,-822.25,-3185.75
79,TradervR1_lab_r02_02_a_local_fair_blend,TradervR1_lab_r01_05_p_carry_defense,ash_local_fair_blend,288253.0,210.5,-1591.5,9.0,167.0,200.29,200.29,96155.0,16486.0,79669.0,825,96226.0,16919.0,79307.0,809,95872.0,16461.0,79411.0,772,,,,,
80,TradervR1_lab_r16_04_a_local_fair_blend,TradervR1_34_1,ash_local_fair_blend,288201.5,159.0,-1643.0,-75.0,240.0,113.55,113.55,96054.5,16410.5,79644.0,729,96382.0,17014.0,79368.0,708,95765.0,16368.0,79397.0,693,,,,,
81,TradervR1_lab_r14_08_a_attack_tuning_p_carry_defense,TradervR1_47_2,"ash_attack_tuning,pepper_carry_defense",288621.0,578.5,-1223.5,18.5,298.5,561.095,82.4512,96148.0,16512.0,79636.0,823,96534.0,17166.0,79368.0,801,95939.0,16557.0,79382.0,788,-168.5833,-2404.75,0.6667,-168.5833,-2404.75
